Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC81950292013316LGN00, 195, 029, 195, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20131112101140_20131112105552.01,LT8BPF20131112100746_20131112105645.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/11/12,2013:316:10:18:45.9951630,2013:316:10:19:17.7651590,2015/03/19,9,4.94,26.41926309,164.67017393,4.564,6.18,-1,2,Y,LPGS_2.4.0,44°36'28.73"N,6°53'14.17"E,45°40'08.72"N,6°00'22.43"E,45°14'35.23"N,8°22'27.08"E,43°31'51.13"N,7°43'50.99"E,43°57'10.58"N,5°25'50.12"E,44.60798,6.88727,45.66909,6.00623,45.24312,8.37419,43.53087,7.73083,43.95294,5.43059,LC81950292013316LGN00,LC81950292013316LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950292013316LGN00
LC81950302013316LGN00, 195, 030, 195, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20131112101140_20131112105552.01,LT8BPF20131112100746_20131112105645.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/11/12,2013:316:10:19:09.8734920,2013:316:10:19:41.6434880,2015/03/11,9,.3,27.7120538,164.05897088,3.989,5.392,-1,2,Y,LPGS_2.4.0,43°11'05.21"N,6°23'27.78"E,44°14'38.51"N,5°31'39.43"E,43°49'29.06"N,7°50'16.44"E,42°06'35.21"N,7°13'10.02"E,42°31'32.84"N,4°58'20.46"E,43.18478,6.39105,44.24403,5.52762,43.82474,7.8379,42.10978,7.21945,42.52579,4.97235,LC81950302013316LGN00,LC81950302013316LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950302013316LGN00
LC81950282013316LGN00, 195, 028, 195, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20131112101140_20131112105552.01,LT8BPF20131112100746_20131112105645.01,L8CPF20131001_20131231.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/11/12,2013:316:10:18:22.1083620,2013:316:10:18:53.8783580,2014/12/19,9,6.69,25.12222975,165.28053192,6.11,6.749,-1,2,Y,LPGS_2.4.0,46°01'47.35"N,7°24'12.53"E,47°05'34.40"N,6°30'16.45"E,46°39'35.57"N,8°55'58.94"E,44°57'01.51"N,8°15'44.28"E,45°22'43.82"N,5°54'23.15"E,46.02982,7.40348,47.09289,6.50457,46.65988,8.93304,44.95042,8.2623,45.37884,5.90643,LC81950282013316LGN00,LC81950282013316LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950282013316LGN00
LC81920312013311LGN00, 192, 031, 192, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20131107095245_20131107103833.01,LT8BPF20131107094851_20131107103926.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/11/07,2013:311:10:01:02.5937510,2013:311:10:01:34.3637470,2015/09/09,9,7.37,30.40241736,163.21344367,4.402,5.636,241,1,Y,LPGS_2.5.1,41°45'35.28"N,10°32'58.92"E,42°49'02.89"N,9°42'07.81"E,42°24'14.69"N,11°57'36.22"E,40°41'12.01"N,11°21'51.62"E,41°05'50.50"N,9°09'55.69"E,41.7598,10.5497,42.81747,9.70217,42.40408,11.96006,40.68667,11.36434,41.09736,9.16547,LC81920312013311LGN00,LC81920312013311LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81920312013311LGN00
LC81920322013311LGN00, 192, 032, 192, 032,FULL,NADIR,NOMINAL,N/A,LO8BPF20131107095245_20131107103833.01,LT8BPF20131107094851_20131107103926.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/11/07,2013:311:10:01:26.4805520,2013:311:10:01:58.2505480,2015/09/18,9,3.34,31.68432131,162.56612332,4.843,6.692,322,1,Y,LPGS_2.5.1,40°19'57.79"N,10°05'15.72"E,41°23'20.80"N,9°15'14.65"E,40°58'50.34"N,11°27'55.73"E,39°15'40.36"N,10°53'25.84"E,39°40'02.96"N,8°44'03.48"E,40.33272,10.0877,41.38911,9.25407,40.98065,11.46548,39.26121,10.89051,39.66749,8.7343,LC81920322013311LGN00,LC81920322013311LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81920322013311LGN00
LC82030252013308LGN00, 203, 025, 203, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20131104110419_20131104114631.01,LT8BPF20131104110025_20131104114724.01,L8CPF20131001_20131231.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/11/04,2013:308:11:06:38.1615060,2013:308:11:07:09.9315020,2015/01/22,9,4.4,23.50631236,166.92707908,6.068,6.925,-1,2,Y,LPGS_2.4.0,50°16'52.50"N,3°15'33.73"W,51°21'05.90"N,4°13'01.78"W,50°53'35.59"N,1°34'45.48"W,49°11'37.50"N,2°21'03.28"W,49°38'42.00"N,4°53'55.79"W,50.28125,-3.25937,51.35164,-4.21716,50.89322,-1.5793,49.19375,-2.35091,49.645,-4.89883,LC82030252013308LGN00,LC82030252013308LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82030252013308LGN00
LC82000292013303LGN00, 200, 029, 200, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20131030104146_20131030110559.01,LT8BPF20131030103752_20131030110652.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/30,2013:303:10:49:39.9073750,2013:303:10:50:11.6773710,2016/01/13,9,9.8,30.25298589,163.94371766,4.907,6.317,215,3,Y,LPGS_2.6.0,44°36'29.05"N,0°49'00.66"W,45°40'09.52"N,1°41'54.17"W,45°14'34.98"N,0°40'14.34"E,43°31'51.10"N,0°01'37.85"E,43°57'11.56"N,2°16'26.69"W,44.60807,-.81685,45.66931,-1.69838,45.24305,.67065,43.53086,.02718,43.95321,-2.27408,LC82000292013303LGN00,LC82000292013303LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000292013303LGN00
LC82000282013303LGN00, 200, 028, 200, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20131030104146_20131030110559.01,LT8BPF20131030103752_20131030110652.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/30,2013:303:10:49:16.0205740,2013:303:10:49:47.7905700,2015/03/22,9,4.54,28.9639744,164.61888826,6.629,7.714,-1,2,Y,LPGS_2.4.0,46°01'47.75"N,0°18'01.94"W,47°05'35.09"N,1°11'59.64"W,46°39'35.21"N,1°13'46.52"E,44°57'01.66"N,0°33'31.28"E,45°22'44.94"N,1°47'53.34"W,46.02993,-.30054,47.09308,-1.1999,46.65978,1.22959,44.95046,.55869,45.37915,-1.79815,LC82000282013303LGN00,LC82000282013303LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000282013303LGN00
LC82000262013303LGN00, 200, 026, 200, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20131030104146_20131030110559.01,LT8BPF20131030103752_20131030110652.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/30,2013:303:10:48:28.2596800,2013:303:10:49:00.0296760,2015/03/22,9,6.18,26.37416917,165.96912955,6.365,7.92,-1,2,Y,LPGS_2.4.0,48°51'59.54"N,0°47'59.10"E,49°56'03.44"N,0°08'16.55"W,49°29'05.60"N,2°25'33.49"E,47°46'55.02"N,1°41'29.00"E,48°13'30.43"N,0°47'19.72"W,48.86654,.79975,49.93429,-.13793,49.48489,2.42597,47.78195,1.69139,48.22512,-.78881,LC82000262013303LGN00,LC82000262013303LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000262013303LGN00
LC82000272013303LGN00, 200, 027, 200, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20131030104146_20131030110559.01,LT8BPF20131030103752_20131030110652.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/30,2013:303:10:48:52.1422450,2013:303:10:49:23.9122410,2015/05/06,9,.65,27.67119165,165.29275376,5.16,7.014,437,2,Y,LPGS_2.5.0,47°26'57.05"N,0°14'14.86"E,48°30'52.38"N,0°40'50.12"W,48°04'24.89"N,1°48'49.25"E,46°22'02.21"N,1°06'45.25"E,46°48'10.40"N,1°18'13.46"W,47.44918,.23746,48.51455,-.68059,48.07358,1.81368,46.36728,1.11257,46.80289,-1.30374,LC82000272013303LGN00,LC82000272013303LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000272013303LGN00
LC82000242013303LGN00, 200, 024, 200, 024,FULL,NADIR,NOMINAL,N/A,LO8BPF20131030104146_20131030110559.01,LT8BPF20131030103752_20131030110652.02,L8CPF20131001_20131231.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/30,2013:303:10:47:40.5072580,2013:303:10:48:12.2772540,2015/01/15,9,4.66,23.77009163,167.34337644,5.749,7.328,-1,2,Y,LPGS_2.4.0,51°41'35.16"N,2°00'26.71"E,52°45'59.26"N,1°01'40.55"E,52°17'52.08"N,3°44'48.52"E,50°36'08.46"N,2°56'02.11"E,51°03'46.08"N,0°18'42.66"E,51.6931,2.00742,52.76646,1.02793,52.2978,3.74681,50.60235,2.93392,51.0628,.31185,LC82000242013303LGN00,LC82000242013303LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000242013303LGN00
LC81990292013296LGN00, 199, 029, 199, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20131023103516_20131023111327.01,LT8BPF20131023103122_20131023111420.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/23,2013:296:10:43:32.7827740,2013:296:10:44:04.5527700,2016/01/13,9,9.89,32.53979263,163.19519034,3.453,4.875,437,3,Y,LPGS_2.6.0,44°36'28.80"N,0°43'17.40"E,45°40'09.12"N,0°09'36.22"W,45°14'34.73"N,2°12'32.11"E,43°31'50.92"N,1°33'55.80"E,43°57'11.30"N,0°44'08.45"W,44.608,.7215,45.6692,-.16006,45.24298,2.20892,43.53081,1.5655,43.95314,-.73568,LC81990292013296LGN00,LC81990292013296LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990292013296LGN00
LC81920322013295LGN00, 192, 032, 192, 032,FULL,NADIR,NOMINAL,N/A,LO8BPF20131022084408_20131022102524.01,LT8BPF20131022094807_20131022102617.02,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/22,2013:295:10:01:29.5087930,2013:295:10:02:01.2787890,2015/09/18,9,6.02,36.68708116,160.8207483,5.322,6.077,394,1,Y,LPGS_2.5.1,40°19'57.47"N,10°05'53.63"E,41°23'20.54"N,9°15'52.78"E,40°58'49.73"N,11°28'33.85"E,39°15'39.78"N,10°54'03.53"E,39°40'02.71"N,8°44'41.28"E,40.33263,10.09823,41.38904,9.26466,40.98048,11.47607,39.26105,10.90098,39.66742,8.7448,LC81920322013295LGN00,LC81920322013295LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81920322013295LGN00
LC81980312013289LGN00, 198, 031, 198, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20131016102909_20131016104947.01,LT8BPF20131016102515_20131016105040.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/16,2013:289:10:38:14.0038350,2013:289:10:38:45.7738310,2015/05/05,9,2.23,37.44618731,160.61222958,3.723,4.833,573,2,Y,LPGS_2.5.0,41°45'34.56"N,1°17'02.65"E,42°49'02.60"N,0°26'08.84"E,42°24'12.49"N,2°41'43.44"E,40°41'10.86"N,2°05'58.02"E,41°05'51.14"N,0°06'03.74"W,41.7596,1.28407,42.81739,.43579,42.40347,2.6954,40.68635,2.09945,41.09754,-.10104,LC81980312013289LGN00,LC81980312013289LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980312013289LGN00
LC81990262013280LGN00, 199, 026, 199, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20131007103522_20131007105559.02,LT8BPF20131007103128_20131007105652.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/07,2013:280:10:42:27.3527460,2013:280:10:42:59.1227420,2015/11/07,9,8.19,34.32221128,163.12998519,4.937,5.977,221,1,Y,LPGS_2.5.1,48°51'58.43"N,2°19'57.04"E,49°56'02.33"N,1°23'39.05"E,49°29'03.26"N,3°57'33.95"E,47°46'53.87"N,3°13'29.35"E,48°13'30.50"N,0°44'35.95"E,48.86623,2.33251,49.93398,1.39418,49.48424,3.95943,47.78163,3.22482,48.22514,.74332,LC81990262013280LGN00,LC81990262013280LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990262013280LGN00
LC81990312013280LGN00, 199, 031, 199, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20131007103522_20131007105559.02,LT8BPF20131007103128_20131007105652.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/07,2013:280:10:44:26.7740430,2013:280:10:44:58.5440390,2016/01/13,9,.39,40.56096036,158.79411449,4.105,5.037,592,3,Y,LPGS_2.6.0,41°45'34.13"N,0°15'33.41"W,42°49'02.28"N,1°06'29.74"W,42°24'11.27"N,1°09'09.68"E,40°41'10.36"N,0°33'24.55"E,41°05'51.61"N,1°38'42.04"W,41.75948,-.25928,42.8173,-1.10826,42.40313,1.15269,40.68621,.55682,41.09767,-1.64501,LC81990312013280LGN00,LC81990312013280LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990312013280LGN00
LC81990292013280LGN00, 199, 029, 199, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20131007103522_20131007105559.02,LT8BPF20131007103128_20131007105652.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/07,2013:280:10:43:39.0004410,2013:280:10:44:10.7704370,2016/01/13,9,.42,38.08768355,160.56973556,3.516,4.383,637,3,Y,LPGS_2.6.0,44°36'29.81"N,0°42'56.99"E,45°40'10.13"N,0°09'58.75"W,45°14'34.51"N,2°12'13.90"E,43°31'51.85"N,1°33'37.33"E,43°57'13.39"N,0°44'31.13"W,44.60828,.71583,45.66948,-.16632,45.24292,2.20386,43.53107,1.56037,43.95372,-.74198,LC81990292013280LGN00,LC81990292013280LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990292013280LGN00
LC81990282013280LGN00, 199, 028, 199, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20131007103522_20131007105559.02,LT8BPF20131007103128_20131007105652.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/07,2013:280:10:43:15.1178760,2013:280:10:43:46.8878720,2015/11/30,9,8.82,36.83944852,161.43275876,4.462,5.652,429,1,Y,LPGS_2.5.1,46°01'46.85"N,1°13'55.56"E,47°05'34.26"N,0°19'55.78"E,46°39'33.34"N,2°45'46.04"E,44°57'00.72"N,2°05'30.66"E,45°22'45.12"N,0°15'57.82"W,46.02968,1.2321,47.09285,.33216,46.65926,2.76279,44.9502,2.09185,45.3792,-.26606,LC81990282013280LGN00,LC81990282013280LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990282013280LGN00
LC81990302013280LGN00, 199, 030, 199, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20131007103522_20131007105559.02,LT8BPF20131007103128_20131007105652.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/07,2013:280:10:44:02.8830060,2013:280:10:44:34.6530020,2016/01/13,9,2.14,39.32826351,159.69165438,3.871,4.858,458,3,Y,LPGS_2.6.0,43°11'06.00"N,0°13'09.77"E,44°14'39.95"N,0°38'44.99"W,43°49'27.48"N,1°40'04.91"E,42°06'35.50"N,1°02'57.95"E,42°31'36.12"N,1°12'04.03"W,43.185,.21938,44.24443,-.64583,43.8243,1.66803,42.10986,1.04943,42.5267,-1.20112,LC81990302013280LGN00,LC81990302013280LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81990302013280LGN00
LC81920322013279LGN00, 192, 032, 192, 032,FULL,NADIR,NOMINAL,N/A,LO8BPF20131006095230_20131006101220.01,LT8BPF20131006094836_20131006101313.01,L8CPF20131001_20131231.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/10/06,2013:279:10:01:34.9512780,2013:279:10:02:06.7212740,2015/09/18,9,5.21,42.14037885,157.62620853,5.165,5.998,335,1,Y,LPGS_2.5.1,40°19'58.22"N,10°05'43.04"E,41°23'21.37"N,9°15'40.25"E,40°58'49.37"N,11°28'25.28"E,39°15'40.64"N,10°53'54.71"E,39°40'04.73"N,8°44'28.61"E,40.33284,10.09529,41.38927,9.26118,40.98038,11.47369,39.26129,10.89853,39.66798,8.74128,LC81920322013279LGN00,LC81920322013279LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81920322013279LGN00
LC81980252013273LGN00, 198, 025, 198, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20130930102512_20130930104948.01,LT8BPF20130930101618_20130930105041.01,L8CPF20130920_20130930.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/30,2013:273:10:35:51.9655830,2013:273:10:36:23.7355790,2014/11/13,9,.18,35.61179428,162.74296516,5.03,5.225,-1,2,Y,LPGS_2.4.0,50°16'51.82"N,4°28'38.46"E,51°21'05.33"N,3°31'05.77"E,50°53'32.50"N,6°09'31.72"E,49°11'36.53"N,5°23'13.38"E,49°38'43.51"N,2°50'11.47"E,50.28106,4.47735,51.35148,3.51827,50.89236,6.15881,49.19348,5.38705,49.64542,2.83652,LC81980252013273LGN00,LC81980252013273LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980252013273LGN00
LC81930312013270LGN00, 193, 031, 193, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20130927095441_20130927101805.02,LT8BPF20130927095047_20130927101858.01,L8CPF20130920_20130930.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/27,2013:270:10:07:20.4033160,2013:270:10:07:52.1733120,2015/05/27,9,5.5,44.05197686,156.287451,4.58,5.448,317,2,Y,LPGS_2.5.1,41°45'35.14"N,9°01'35.47"E,42°49'02.60"N,8°10'42.56"E,42°24'12.67"N,10°26'15.29"E,40°41'11.76"N,9°50'30.01"E,41°05'51.86"N,7°38'29.94"E,41.75976,9.02652,42.81739,8.17849,42.40352,10.43758,40.6866,9.84167,41.09774,7.64165,LC81930312013270LGN00,LC81930312013270LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930312013270LGN00
LC81950272013268LGN00, 195, 027, 195, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130925100703_20130925104314.02,LT8BPF20130925100309_20130925104407.01,L8CPF20130920_20130930.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/25,2013:268:10:18:07.3389370,2013:268:10:18:39.1089330,2014/12/19,9,9.96,39.91206929,159.82108822,4.498,4.104,-1,2,Y,LPGS_2.4.0,47°26'57.19"N,7°57'52.02"E,48°30'52.24"N,7°02'44.74"E,48°04'23.34"N,9°32'28.75"E,46°22'02.50"N,8°50'24.43"E,46°48'12.02"N,6°25'21.18"E,47.44922,7.96445,48.51451,7.04576,48.07315,9.54132,46.36736,8.84012,46.80334,6.42255,LC81950272013268LGN00,LC81950272013268LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950272013268LGN00
LC81970282013266LGN00, 197, 028, 197, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20130923101902_20130923104339.01,LT8BPF20130923101508_20130923104432.02,L8CPF20130920_20130930.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/23,2013:266:10:30:54.2463890,2013:266:10:31:26.0163850,2015/03/04,9,10.01,41.84026866,158.34879684,4.141,4.367,-1,2,Y,LPGS_2.4.0,46°01'47.82"N,4°19'57.54"E,47°05'35.05"N,3°25'57.22"E,46°39'33.62"N,5°51'48.67"E,44°57'01.84"N,5°11'33.25"E,45°22'46.67"N,2°50'03.52"E,46.02995,4.33265,47.09307,3.43256,46.65934,5.86352,44.95051,5.19257,45.37963,2.83431,LC81970282013266LGN00,LC81970282013266LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970282013266LGN00
LC81970302013266LGN00, 197, 030, 197, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20130923101902_20130923104339.01,LT8BPF20130923101508_20130923104432.02,L8CPF20130920_20130930.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/23,2013:266:10:31:42.0199910,2013:266:10:32:13.7899870,2014/12/24,9,.08,44.24030029,156.25286544,3.823,3.569,-1,2,Y,LPGS_2.4.0,43°11'06.11"N,3°19'10.99"E,44°14'39.88"N,2°27'15.70"E,43°49'27.01"N,4°46'06.53"E,42°06'35.64"N,4°08'59.53"E,42°31'36.66"N,1°53'56.58"E,43.18503,3.31972,44.24441,2.45436,43.82417,4.76848,42.1099,4.14987,42.52685,1.89905,LC81970302013266LGN00,LC81970302013266LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970302013266LGN00
LC81970312013266LGN00, 197, 031, 197, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20130923101902_20130923104339.01,LT8BPF20130923101508_20130923104432.02,L8CPF20130920_20130930.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/23,2013:266:10:32:05.9067920,2013:266:10:32:37.6767880,2015/02/26,9,2.45,45.42304549,155.16121364,3.577,4.479,-1,2,Y,LPGS_2.4.0,41°45'35.50"N,2°50'28.10"E,42°49'03.58"N,1°59'31.49"E,42°24'12.31"N,4°15'11.20"E,40°41'11.90"N,3°39'25.99"E,41°05'53.41"N,1°27'19.12"E,41.75986,2.84114,42.81766,1.99208,42.40342,4.25311,40.68664,3.65722,41.09817,1.45531,LC81970312013266LGN00,LC81970312013266LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970312013266LGN00
LC81970292013266LGN00, 197, 029, 197, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20130923101902_20130923104339.01,LT8BPF20130923101508_20130923104432.02,L8CPF20130920_20130930.05,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/23,2013:266:10:31:18.1331900,2013:266:10:31:49.9031860,2014/12/24,9,.05,43.04571957,157.31375069,3.639,4.295,-1,2,Y,LPGS_2.4.0,44°36'30.38"N,3°48'58.57"E,45°40'10.49"N,2°56'02.33"E,45°14'34.40"N,5°18'16.20"E,43°31'52.50"N,4°39'39.56"E,43°57'14.47"N,2°21'29.81"E,44.60844,3.81627,45.66958,2.93398,45.24289,5.3045,43.53125,4.66099,43.95402,2.35828,LC81970292013266LGN00,LC81970292013266LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970292013266LGN00
LC81970272013266LGN00, 197, 027, 197, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20130923101902_20130923104339.01,LT8BPF20130923101508_20130923104432.02,L8CPF20130920_20130930.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/23,2013:266:10:30:30.3680600,2013:266:10:31:02.1380560,2015/07/06,9,3.15,40.62515978,159.36250309,5.012,5.346,431,2,Y,LPGS_2.5.1,47°26'56.18"N,4°52'14.56"E,48°30'51.37"N,3°57'06.30"E,48°04'22.04"N,6°26'52.51"E,46°22'01.24"N,5°44'48.23"E,46°48'11.27"N,3°19'42.82"E,47.44894,4.87071,48.51427,3.95175,48.07279,6.44792,46.36701,5.74673,46.80313,3.32856,LC81970272013266LGN00,LC81970272013266LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970272013266LGN00
LC81970262013266LGN00, 197, 026, 197, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20130923101902_20130923104339.01,LT8BPF20130923101508_20130923104432.02,L8CPF20130920_20130930.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/23,2013:266:10:30:06.4812590,2013:266:10:30:38.2512550,2015/06/23,9,9.22,39.40031757,160.36060233,5.052,5.503,296,2,Y,LPGS_2.5.1,48°51'58.61"N,5°25'59.45"E,49°56'02.44"N,4°29'39.95"E,49°29'02.58"N,7°03'37.76"E,47°46'53.90"N,6°19'33.02"E,48°13'31.33"N,3°50'36.74"E,48.86628,5.43318,49.93401,4.49443,49.48405,7.06049,47.78164,6.32584,48.22537,3.84354,LC81970262013266LGN00,LC81970262013266LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970262013266LGN00
LC81940302013261LGN00, 194, 030, 194, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20130918100431_20130918103707.02,LT8BPF20130918100037_20130918103800.01,L8CPF20130701_20130919.05,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2013/09/18,2013:261:10:13:12.5331500,2013:261:10:13:44.3031460,2015/03/23,9,5.67,45.96259009,154.82269463,3.621,4.395,-1,2,Y,LPGS_2.4.0,43°11'05.50"N,7°56'51.68"E,44°14'38.76"N,7°05'01.50"E,43°49'27.34"N,9°23'42.86"E,42°06'35.42"N,8°46'35.51"E,42°31'35.04"N,6°31'41.74"E,43.18486,7.94769,44.2441,7.08375,43.82426,9.39524,42.10984,8.77653,42.5264,6.52826,LC81940302013261LGN00,LC81940302013261LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81940302013261LGN00
