Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC81980272015311LGN00, 198, 027, 198, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20151107102809_20151107111400.01,LT8BPF20151029161821_20151113130336.01,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/07,2015:311:10:34:53.9249380,2015:311:10:35:25.6949340,2016/02/05,9,8.34,25.1165979,165.35867264,5.516,7.22,364,3,Y,LPGS_2.6.0,47°26'56.54"N,3°19'52.57"E,48°30'52.56"N,2°24'47.30"E,48°04'21.83"N,4°54'30.38"E,46°22'00.91"N,4°12'23.15"E,46°48'12.24"N,1°47'20.65"E,47.44904,3.33127,48.5146,2.41314,48.07273,4.90844,46.36692,4.20643,46.8034,1.78907,LC81980272015311LGN00,LC81980272015311LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980272015311LGN00
LC81980292015311LGN00, 198, 029, 198, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20151107102809_20151107111400.01,LT8BPF20151029161821_20151113130336.01,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/07,2015:311:10:35:41.6943050,2015:311:10:36:13.4643010,2016/02/05,9,.34,27.70021001,164.08493787,3.793,6.167,525,3,Y,LPGS_2.6.0,44°36'29.66"N,2°16'31.48"E,45°40'10.67"N,1°23'37.93"E,45°14'33.22"N,3°45'49.39"E,43°31'50.88"N,3°07'10.06"E,43°57'14.26"N,0°49'02.60"E,44.60824,2.27541,45.66963,1.39387,45.24256,3.76372,43.5308,3.11946,43.95396,.81739,LC81980292015311LGN00,LC81980292015311LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980292015311LGN00
LC81980282015311LGN00, 198, 028, 198, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20151107102809_20151107111400.01,LT8BPF20151029161821_20151113130336.01,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/07,2015:311:10:35:17.8075030,2015:311:10:35:49.5775000,2016/02/05,9,.99,26.40997257,164.72145639,5.192,7.123,407,3,Y,LPGS_2.6.0,46°01'47.24"N,2°47'32.71"E,47°05'35.38"N,1°53'35.20"E,46°39'32.58"N,4°19'23.92"E,44°57'00.40"N,3°39'05.87"E,45°22'46.60"N,1°17'38.65"E,46.02979,2.79242,47.09316,1.89311,46.65905,4.32331,44.95011,3.65163,45.37961,1.29407,LC81980282015311LGN00,LC81980282015311LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980282015311LGN00
LC81980302015311LGN00, 198, 030, 198, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20151107102809_20151107111400.01,LT8BPF20151029161821_20151113130336.01,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/07,2015:311:10:36:05.5768700,2015:311:10:36:37.3468660,2016/02/05,9,5.54,28.98653753,163.4462375,4.148,6.255,483,3,Y,LPGS_2.6.0,43°11'06.11"N,1°46'42.06"E,44°14'40.78"N,0°54'49.28"E,43°49'26.54"N,3°13'37.92"E,42°06'34.88"N,2°36'28.40"E,42°31'37.27"N,0°21'27.50"E,43.18503,1.77835,44.24466,.91369,43.82404,3.2272,42.10969,2.60789,42.52702,.35764,LC81980302015311LGN00,LC81980302015311LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980302015311LGN00
LC81950292015306LGN00, 195, 029, 195, 029,FULL,NADIR,NOMINAL,ACTUAL,LO8BPF20151102100913_20151102105527.01,LT8BPF20151029161821_20151113130336.01,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/02,2015:306:10:17:09.2549570,2015:306:10:17:41.0249540,2016/05/22,9,2.95,29.20714491,163.74807322,3.965,5.849,682,4,Y,LPGS_2.6.2,44°36'29.95"N,6°54'25.88"E,45°40'10.74"N,6°01'33.60"E,45°14'33.90"N,8°23'42.22"E,43°31'51.42"N,7°45'03.13"E,43°57'14.11"N,5°26'58.38"E,44.60832,6.90719,45.66965,6.026,45.24275,8.39506,43.53095,7.75087,43.95392,5.44955,LC81950292015306LGN00,LC81950292015306LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950292015306LGN00
LC81950302015306LGN00, 195, 030, 195, 030,FULL,NADIR,NOMINAL,ACTUAL,LO8BPF20151102100913_20151102105527.01,LT8BPF20151029161821_20151113130336.01,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/02,2015:306:10:17:33.1459940,2015:306:10:18:04.9159910,2016/05/22,9,9.83,30.48981039,163.08152846,3.326,5.309,590,4,Y,LPGS_2.6.2,43°11'04.52"N,6°24'36.04"E,44°14'38.76"N,5°32'47.08"E,43°49'26.11"N,7°51'27.86"E,42°06'33.73"N,7°14'18.53"E,42°31'34.57"N,4°59'25.26"E,43.18459,6.41001,44.2441,5.54641,43.82392,7.85774,42.10937,7.23848,42.52627,4.99035,LC81950302015306LGN00,LC81950302015306LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950302015306LGN00
LC82040262015305LGN00, 204, 026, 204, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20151101110737_20151101124431.01,LT8BPF20151029121006_20151113000000.02,L8CPF20151001_20151231.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/01,2015:305:11:11:34.7949920,2015:305:11:12:06.5649890,2015/11/01,9,10.4,25.63830933,165.67547528,7.543,7.809,192,-1,Y,LPGS_2.5.1,48°51'58.50"N,5°22'44.54"W,49°56'03.05"N,6°18'59.54"W,49°29'02.26"N,3°45'07.42"W,47°46'53.22"N,4°29'15.07"W,48°13'31.51"N,6°58'05.92"W,48.86625,-5.37904,49.93418,-6.31654,49.48396,-3.75206,47.78145,-4.48752,48.22542,-6.96831,LC82040262015305LGN00,LC82040262015305LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82040262015305LGN00
LC81970302015304LGN00, 197, 030, 197, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20151031102110_20151031110749.01,LT8BPF20151029121006_20151113000000.02,L8CPF20151001_20151231.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/31,2015:304:10:29:54.5466790,2015:304:10:30:26.3166750,2015/10/31,9,.63,31.10891828,162.90081738,4.38,5.302,454,-1,Y,LPGS_2.5.1,43°11'05.71"N,3°19'13.62"E,44°14'40.20"N,2°27'21.24"E,43°49'26.26"N,4°46'08.80"E,42°06'34.49"N,4°08'59.50"E,42°31'36.59"N,1°53'59.64"E,43.18492,3.32045,44.2445,2.4559,43.82396,4.76911,42.10958,4.14986,42.52683,1.8999,LC81970302015304LGN00,LC81970302015304LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970302015304LGN00
LC81970292015304LGN00, 197, 029, 197, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20151031102110_20151031110749.01,LT8BPF20151029121006_20151113000000.02,L8CPF20151001_20151231.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/31,2015:304:10:29:30.6641140,2015:304:10:30:02.4341100,2015/10/31,9,.15,29.82887849,163.57930847,4.135,6.015,610,-1,Y,LPGS_2.5.1,44°36'29.02"N,3°49'03.00"E,45°40'09.95"N,2°56'09.89"E,45°14'32.71"N,5°18'20.27"E,43°31'50.56"N,4°39'41.08"E,43°57'13.61"N,2°21'34.63"E,44.60806,3.8175,45.66943,2.93608,45.24242,5.30563,43.53071,4.66141,43.95378,2.35962,LC81970292015304LGN00,LC81970292015304LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970292015304LGN00
LC81970312015304LGN00, 197, 031, 197, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20151031102110_20151031110749.01,LT8BPF20151029121006_20151113000000.02,L8CPF20151001_20151231.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/31,2015:304:10:30:18.4377160,2015:304:10:30:50.2077130,2015/10/31,9,2.47,32.38483364,162.21472411,3.946,5.361,352,-1,Y,LPGS_2.5.1,41°45'34.13"N,2°50'28.46"E,42°49'02.89"N,1°59'34.87"E,42°24'10.51"N,4°15'11.41"E,40°41'09.92"N,3°39'23.90"E,41°05'52.48"N,1°27'19.94"E,41.75948,2.84124,42.81747,1.99302,42.40292,4.25317,40.68609,3.65664,41.09791,1.45554,LC81970312015304LGN00,LC81970312015304LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970312015304LGN00
LC82000292015293LGN00, 200, 029, 200, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20151020104003_20151020112617.02,LT8BPF20151020103609_20151020112742.02,L8CPF20151001_20151101.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/20,2015:293:10:47:59.4406580,2015:293:10:48:31.2106540,2016/01/13,9,6.21,33.44123493,162.28202364,4.582,5.475,249,3,Y,LPGS_2.6.0,44°36'29.02"N,0°48'28.37"W,45°40'10.20"N,1°41'22.60"W,45°14'32.28"N,0°40'50.20"E,43°31'50.20"N,0°02'10.75"E,43°57'14.00"N,2°15'58.07"W,44.60806,-.80788,45.6695,-1.68961,45.2423,.68061,43.53061,.03632,43.95389,-2.26613,LC82000292015293LGN00,LC82000292015293LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000292015293LGN00
LC81930312015292LGN00, 193, 031, 193, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20151019095623_20151019113739.01,LT8BPF20151019095229_20151019113345.01,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/19,2015:292:10:05:30.9527710,2015:292:10:06:02.7227670,2015/10/19,9,8.01,36.31071462,160.58090034,5.311,5.958,309,-1,Y,LPGS_2.5.1,41°45'33.77"N,9°01'56.93"E,42°49'02.10"N,8°11'06.36"E,42°24'10.66"N,10°26'36.89"E,40°41'09.78"N,9°50'49.13"E,41°05'51.43"N,7°38'51.07"E,41.75938,9.03248,42.81725,8.1851,42.40296,10.44358,40.68605,9.84698,41.09762,7.64752,LC81930312015292LGN00,LC81930312015292LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930312015292LGN00
LC81950302015290LGN00, 195, 030, 195, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20151017100843_20151017105522.01,LT8BPF20151017100449_20151017105646.01,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/17,2015:290:10:17:27.4585690,2015:290:10:17:59.2285650,2015/10/17,9,5.85,35.73490091,161.03455357,3.935,5.459,477,-1,Y,LPGS_2.5.1,43°11'05.82"N,6°25'33.92"E,44°14'40.09"N,5°33'44.86"E,43°49'27.01"N,7°52'26.11"E,42°06'34.81"N,7°15'16.52"E,42°31'36.05"N,5°00'22.82"E,43.18495,6.42609,44.24447,5.56246,43.82417,7.87392,42.10967,7.25459,42.52668,5.00634,LC81950302015290LGN00,LC81950302015290LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950302015290LGN00
LC82030262015282LGN00, 203, 026, 203, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20151009105610_20151009123814.01,LT8BPF20151009105216_20151009114523.01,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/09,2015:282:11:05:18.1877430,2015:282:11:05:49.9577390,2015/10/09,9,3.94,33.50356031,162.91581218,5.448,5.647,477,-1,Y,LPGS_2.5.1,48°51'58.46"N,3°49'15.49"W,49°56'03.26"N,4°45'29.59"W,49°29'01.86"N,2°11'38.22"W,47°46'52.79"N,2°55'46.85"W,48°13'31.73"N,5°24'37.01"W,48.86624,-3.82097,49.93424,-4.75822,49.48385,-2.19395,47.78133,-2.92968,48.22548,-5.41028,LC82030262015282LGN00,LC82030262015282LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82030262015282LGN00
LC82030272015282LGN00, 203, 027, 203, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20151009105610_20151009123814.01,LT8BPF20151009105216_20151009114523.01,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/09,2015:282:11:05:42.0703080,2015:282:11:06:13.8403040,2015/10/09,9,4.78,34.76194986,162.0814289,5.252,6.127,395,-1,Y,LPGS_2.5.1,47°26'57.01"N,4°23'03.12"W,48°30'53.39"N,5°18'07.24"W,48°04'22.22"N,2°48'25.74"W,46°22'01.31"N,3°30'33.95"W,46°48'13.03"N,5°55'34.93"W,47.44917,-4.3842,48.51483,-5.30201,48.07284,-2.80715,46.36703,-3.50943,46.80362,-5.92637,LC82030272015282LGN00,LC82030272015282LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82030272015282LGN00
LC81980312015279LGN00, 198, 031, 198, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20151006102716_20151006111242.02,LT8BPF20151006102322_20151006111407.02,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/06,2015:279:10:36:23.7610040,2015:279:10:36:55.5310000,2015/10/06,9,6.97,40.77949247,157.94916854,4.12,4.767,477,-1,Y,LPGS_2.5.1,41°45'34.70"N,1°18'13.46"E,42°49'03.65"N,0°27'20.02"E,42°24'10.62"N,2°42'56.84"E,40°41'10.14"N,2°07'08.65"E,41°05'53.34"N,0°04'55.56"W,41.75964,1.30374,42.81768,.45556,42.40295,2.71579,40.68615,2.11907,41.09815,-.0821,LC81980312015279LGN00,LC81980312015279LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81980312015279LGN00
LC82000252015277LGN00, 200, 025, 200, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20151004104001_20151004121543.01,LT8BPF20151004103607_20151004112604.02,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/04,2015:277:10:46:22.0530620,2015:277:10:46:53.8230590,2015/10/04,9,4.38,34.05922584,162.89223794,5.516,5.234,298,-1,Y,LPGS_2.5.1,50°16'51.85"N,1°23'52.51"E,51°21'06.30"N,0°26'23.71"E,50°53'31.42"N,3°04'46.20"E,49°11'35.48"N,2°18'23.94"E,49°38'44.48"N,0°14'34.80"W,50.28107,1.39792,51.35175,.43992,50.89206,3.0795,49.19319,2.30665,49.64569,-.243,LC82000252015277LGN00,LC82000252015277LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82000252015277LGN00
LC81930312015276LGN00, 193, 031, 193, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20151003095621_20151003113227.01,LT8BPF20151003095227_20151003104244.02,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/03,2015:276:10:05:29.6378810,2015:276:10:06:01.4078770,2015/10/03,9,7.46,41.82845459,157.21002752,5.012,5.961,310,-1,Y,LPGS_2.5.1,41°45'35.21"N,9°01'34.18"E,42°49'03.72"N,8°10'44.08"E,42°24'12.06"N,10°26'14.06"E,40°41'11.00"N,9°50'25.87"E,41°05'52.87"N,7°38'28.39"E,41.75978,9.02616,42.8177,8.17891,42.40335,10.43724,40.68639,9.84052,41.09802,7.64122,LC81930312015276LGN00,LC81930312015276LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81930312015276LGN00
LC82020252015275LGN00, 202, 025, 202, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20151002104848_20151002113701.02,LT8BPF20151002104454_20151002113826.02,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/02,2015:275:10:58:43.5559210,2015:275:10:59:15.3259170,2015/10/02,9,.09,34.78462678,162.52732679,6.485,5.297,398,-1,Y,LPGS_2.5.1,50°16'52.21"N,1°41'35.30"W,51°21'06.70"N,2°39'03.71"W,50°53'31.96"N,0°00'42.12"W,49°11'36.02"N,0°47'04.38"W,49°38'44.84"N,3°20'02.22"W,50.28117,-1.69314,51.35186,-2.65103,50.89221,-.0117,49.19334,-.78455,49.64579,-3.33395,LC82020252015275LGN00,LC82020252015275LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82020252015275LGN00
LC82020242015275LGN00, 202, 024, 202, 024,FULL,NADIR,NOMINAL,N/A,LO8BPF20151002104848_20151002113701.02,LT8BPF20151002104454_20151002113826.02,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/02,2015:275:10:58:19.6691200,2015:275:10:58:51.4391160,2015/10/02,9,7.61,33.53027254,163.42503287,6.847,5.146,512,-1,Y,LPGS_2.5.1,51°41'36.28"N,1°04'22.84"W,52°46'01.49"N,2°03'08.28"W,52°17'50.28"N,0°40'02.78"E,50°36'08.64"N,0°08'48.12"W,51°03'50.15"N,2°46'10.85"W,51.69341,-1.07301,52.76708,-2.0523,52.2973,.66744,50.6024,-.1467,51.06393,-2.76968,LC82020242015275LGN00,LC82020242015275LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82020242015275LGN00
LC82020262015275LGN00, 202, 026, 202, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20151002104848_20151002113701.02,LT8BPF20151002104454_20151002113826.02,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/02,2015:275:10:59:07.4384860,2015:275:10:59:39.2084820,2015/10/02,9,.45,36.03270192,161.62920749,5.135,5.551,393,-1,Y,LPGS_2.5.1,48°51'59.44"N,2°16'59.56"W,49°56'04.31"N,3°13'14.20"W,49°29'02.87"N,0°39'22.00"W,47°46'53.80"N,1°23'30.52"W,48°13'32.77"N,3°52'21.50"W,48.86651,-2.28321,49.93453,-3.22061,49.48413,-.65611,47.78161,-1.39181,48.22577,-3.87264,LC82020262015275LGN00,LC82020262015275LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82020262015275LGN00
LC82020272015275LGN00, 202, 027, 202, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20151002104848_20151002113701.02,LT8BPF20151002104454_20151002113826.02,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/02,2015:275:10:59:31.3252870,2015:275:11:00:03.0952840,2015/10/02,9,9.96,37.27437392,160.72550375,5.239,6.181,448,-1,Y,LPGS_2.5.1,47°26'57.05"N,2°50'47.40"W,48°30'53.32"N,3°45'51.98"W,48°04'22.15"N,1°16'09.73"W,46°22'01.24"N,1°58'17.65"W,46°48'13.00"N,4°23'19.36"W,47.44918,-2.8465,48.51481,-3.76444,48.07282,-1.26937,46.36701,-1.97157,46.80361,-4.38871,LC82020272015275LGN00,LC82020272015275LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82020272015275LGN00
LC81950252015274LGN00, 195, 025, 195, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20151001100532_20151001105345.01,LT8BPF20151001100138_20151001105510.01,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/01,2015:274:10:15:27.7860540,2015:274:10:15:59.5560500,2015/10/01,9,.23,35.16007781,162.33289588,5.031,4.424,575,-1,Y,LPGS_2.5.1,50°16'52.00"N,9°07'17.94"E,51°21'06.44"N,8°09'49.50"E,50°53'31.70"N,10°48'11.23"E,49°11'35.81"N,10°01'48.97"E,49°38'44.66"N,7°28'50.99"E,50.28111,9.12165,51.35179,8.16375,50.89214,10.80312,49.19328,10.03027,49.64574,7.48083,LC81950252015274LGN00,LC81950252015274LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950252015274LGN00
LC81950272015274LGN00, 195, 027, 195, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20151001100532_20151001105345.01,LT8BPF20151001100138_20151001105510.01,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/01,2015:274:10:16:15.5554200,2015:274:10:16:47.3254170,2015/10/01,9,9.84,37.64442237,160.50961948,5.168,4.491,534,-1,Y,LPGS_2.5.1,47°26'57.05"N,7°58'05.81"E,48°30'53.10"N,7°03'02.30"E,48°04'22.30"N,9°32'42.50"E,46°22'01.31"N,8°50'34.58"E,46°48'12.67"N,6°25'34.82"E,47.44918,7.96828,48.51475,7.05064,48.07286,9.54514,46.36703,8.84294,46.80352,6.42634,LC81950272015274LGN00,LC81950272015274LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950272015274LGN00
LC81950262015274LGN00, 195, 026, 195, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20151001100532_20151001105345.01,LT8BPF20151001100138_20151001105510.01,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/01,2015:274:10:15:51.6686190,2015:274:10:16:23.4386160,2015/10/01,9,.27,36.40557062,161.42433974,4.498,3.876,620,-1,Y,LPGS_2.5.1,48°51'59.22"N,8°31'53.62"E,49°56'04.20"N,7°35'38.72"E,49°29'02.69"N,10°09'31.36"E,47°46'53.62"N,9°25'22.94"E,48°13'32.66"N,6°56'31.52"E,48.86645,8.53156,49.9345,7.59409,49.48408,10.15871,47.78156,9.42304,48.22574,6.94209,LC81950262015274LGN00,LC81950262015274LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81950262015274LGN00
LC82040272015273LGN00, 204, 027, 204, 027,FULL,NADIR,NOMINAL,N/A,LO8BPF20150930110731_20150930124455.01,LT8BPF20150930110337_20150930115021.02,L8CPF20150701_20150930.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/30,2015:273:11:11:52.7179620,2015:273:11:12:24.4879590,2015/09/30,9,2.66,37.98987122,160.3054193,6.739,6.579,31,-1,Y,LPGS_2.5.1,47°26'56.72"N,5°56'12.01"W,48°30'52.92"N,6°51'16.34"W,48°04'21.68"N,4°21'34.24"W,46°22'00.84"N,5°03'42.30"W,46°48'12.71"N,7°28'43.90"W,47.44909,-5.93667,48.5147,-6.85454,48.07269,-4.35951,46.3669,-5.06175,46.80353,-7.47886,LC82040272015273LGN00,LC82040272015273LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82040272015273LGN00
LC82040262015273LGN00, 204, 026, 204, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20150930110731_20150930124455.01,LT8BPF20150930110337_20150930115021.02,L8CPF20150701_20150930.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/30,2015:273:11:11:28.8353970,2015:273:11:12:00.6053940,2015/09/30,9,.31,36.75386555,161.23053715,6.401,6.359,169,-1,Y,LPGS_2.5.1,48°51'58.07"N,5°22'24.31"W,49°56'02.90"N,6°18'38.56"W,49°29'01.43"N,3°44'46.90"W,47°46'52.46"N,4°28'55.56"W,48°13'31.48"N,6°57'46.08"W,48.86613,-5.37342,49.93414,-6.31071,49.48373,-3.74636,47.78124,-4.4821,48.22541,-6.9628,LC82040262015273LGN00,LC82040262015273LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82040262015273LGN00
LC82040252015273LGN00, 204, 025, 204, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20150930110731_20150930124455.01,LT8BPF20150930110337_20150930115021.02,L8CPF20150701_20150930.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/30,2015:273:11:11:04.9443600,2015:273:11:11:36.7143560,2015/09/30,9,2.09,35.51041584,162.14936208,5.516,5.864,271,-1,Y,LPGS_2.5.1,50°16'52.54"N,4°46'59.09"W,51°21'07.02"N,5°44'26.63"W,50°53'32.39"N,3°06'06.55"W,49°11'36.35"N,3°52'29.03"W,49°38'45.10"N,6°25'25.43"W,50.28126,-4.78308,51.35195,-5.74073,50.89233,-3.10182,49.19343,-3.87473,49.64586,-6.42373,LC82040252015273LGN00,LC82040252015273LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC82040252015273LGN00
LC81970262015272LGN00, 197, 026, 197, 026,FULL,NADIR,NOMINAL,N/A,LO8BPF20150929102104_20150929110543.01,LT8BPF20150929101710_20150929110707.01,L8CPF20150701_20150930.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/29,2015:272:10:28:13.0145850,2015:272:10:28:44.7845810,2015/09/29,9,1.2,37.12622121,161.01891254,4.693,4.687,433,-1,Y,LPGS_2.5.1,48°51'59.04"N,5°26'30.98"E,49°56'03.98"N,4°30'16.06"E,49°29'02.15"N,7°04'09.30"E,47°46'53.33"N,6°20'00.53"E,48°13'32.63"N,3°51'08.50"E,48.8664,5.44194,49.93444,4.50446,49.48393,7.06925,47.78148,6.33348,48.22573,3.85236,LC81970262015272LGN00,LC81970262015272LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970262015272LGN00
LC81970252015272LGN00, 197, 025, 197, 025,FULL,NADIR,NOMINAL,N/A,LO8BPF20150929102104_20150929110543.01,LT8BPF20150929101710_20150929110707.01,L8CPF20150701_20150930.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/29,2015:272:10:27:49.1320200,2015:272:10:28:20.9020160,2015/09/29,9,5.91,35.88594926,161.94828822,5.29,5.14,408,-1,Y,LPGS_2.5.1,50°16'51.60"N,6°01'55.67"E,51°21'06.37"N,5°04'26.90"E,50°53'31.31"N,7°42'49.18"E,49°11'35.41"N,6°56'26.74"E,49°38'44.56"N,4°23'28.21"E,50.281,6.03213,51.35177,5.07414,50.89203,7.71366,49.19317,6.94076,49.64571,4.39117,LC81970252015272LGN00,LC81970252015272LGN00,http://earthexplorer.usgs.gov/download/options/4923/LC81970252015272LGN00
