Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Full or Partial Scene,Nadir/Off Nadir,Data Category,TIRS SSM Model,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Date L1 Generated,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Browse Link
LC81100342015271LGN00, 110, 034, 110, 034,FULL,NADIR,NOMINAL,N/A,LO8BPF20150928012323_20150928030041.01,LT8BPF20150928011929_20150928020618.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/28,2015:271:01:33:42.8380640,2015:271:01:34:14.6080600,2015/09/28,9,9.46,47.18571431,152.48577393,4.08,5.344,38,-1,Y,LPGS_2.5.1,37°28'27.77"N,135°55'07.21"E,38°31'43.54"N,135°06'46.66"E,38°07'43.32"N,137°14'12.84"E,36°24'19.80"N,136°41'50.14"E,36°48'15.30"N,134°37'17.65"E,37.47438,135.91867,38.52876,135.11296,38.1287,137.2369,36.4055,136.69726,36.80425,134.62157,LC81100342015271LGN00,LC81100342015271LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81100342015271LGN00
LC81100352015271LGN00, 110, 035, 110, 035,FULL,NADIR,NOMINAL,N/A,LO8BPF20150928012323_20150928030041.01,LT8BPF20150928011929_20150928020618.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/28,2015:271:01:34:06.7291010,2015:271:01:34:38.4990970,2015/09/28,9,4.24,48.3266127,151.2994427,3.823,3.409,331,-1,Y,LPGS_2.5.1,36°02'34.87"N,135°29'48.48"E,37°05'46.82"N,134°42'14.29"E,36°42'01.58"N,136°47'16.80"E,34°58'31.76"N,136°15'51.34"E,35°22'13.69"N,134°13'31.19"E,36.04302,135.4968,37.09634,134.70397,36.70044,136.788,34.97549,136.26426,35.37047,134.22533,LC81100352015271LGN00,LC81100352015271LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81100352015271LGN00
LC81100362015271LGN00, 110, 036, 110, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150928012323_20150928030041.01,LT8BPF20150928011929_20150928020618.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/28,2015:271:01:34:30.6159020,2015:271:01:35:02.3858990,2015/09/28,9,1.26,49.45131956,150.06259715,3.956,3.597,868,-1,Y,LPGS_2.5.1,34°36'38.41"N,135°05'11.18"E,35°39'47.23"N,134°18'20.45"E,35°16'15.64"N,136°21'09.22"E,33°32'39.66"N,135°50'36.38"E,33°56'09.20"N,133°50'19.39"E,34.61067,135.08644,35.66312,134.30568,35.27101,136.35256,33.54435,135.84344,33.93589,133.83872,LC81100362015271LGN00,LC81100362015271LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81100362015271LGN00
LC81120352015269LGN00, 112, 035, 112, 035,FULL,NADIR,NOMINAL,N/A,LO8BPF20150926013544_20150926021623.01,LT8BPF20150926013150_20150926021729.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/26,2015:269:01:46:27.9140850,2015:269:01:46:59.6840820,2015/09/25,9,16.19,48.97146289,150.59808421,5.503,4.997,147,-1,Y,LPGS_2.5.1,36°02'35.05"N,132°24'22.61"E,37°05'47.08"N,131°36'48.13"E,36°42'01.73"N,133°41'51.04"E,34°58'31.91"N,133°10'25.57"E,35°22'13.94"N,131°08'05.10"E,36.04307,132.40628,37.09641,131.61337,36.70048,133.69751,34.97553,133.17377,35.37054,131.13475,LC81120352015269LGN00,LC81120352015269LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81120352015269LGN00
LC81070302015266LGN00, 107, 030, 107, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20150923010449_20150923014752.01,LT8BPF20150923010055_20150923014858.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/23,2015:266:01:13:33.4842190,2015:266:01:14:05.2542160,2015/09/23,9,1.08,44.22212809,155.45154658,4.467,4.411,664,-1,Y,LPGS_2.5.1,43°11'06.22"N,142°22'42.64"E,44°14'41.39"N,141°30'50.69"E,43°49'26.62"N,143°49'38.82"E,42°06'34.60"N,143°12'28.30"E,42°31'37.49"N,140°57'27.90"E,43.18506,142.37851,44.24483,141.51408,43.82406,143.82745,42.10961,143.20786,42.52708,140.95775,LC81070302015266LGN00,LC81070302015266LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070302015266LGN00
LC81070322015266LGN00, 107, 032, 107, 032,FULL,NADIR,NOMINAL,N/A,LO8BPF20150923010449_20150923014752.01,LT8BPF20150923010055_20150923014858.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/23,2015:266:01:14:21.2578220,2015:266:01:14:53.0278180,2015/09/23,9,8.33,46.55271175,153.19695273,5.694,4.341,515,-1,Y,LPGS_2.5.1,40°19'58.51"N,141°26'10.54"E,41°23'22.74"N,140°36'11.09"E,40°58'48.83"N,142°48'52.99"E,39°15'39.85"N,142°14'19.14"E,39°40'05.81"N,140°04'55.99"E,40.33292,141.43626,41.38965,140.60308,40.98023,142.81472,39.26107,142.23865,39.66828,140.08222,LC81070322015266LGN00,LC81070322015266LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070322015266LGN00
LC81070312015266LGN00, 107, 031, 107, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20150923010449_20150923014752.01,LT8BPF20150923010055_20150923014858.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/23,2015:266:01:13:57.3710210,2015:266:01:14:29.1410170,2015/09/23,9,.56,45.39389248,154.34244038,4.91,4.377,455,-1,Y,LPGS_2.5.1,41°45'35.32"N,141°53'57.08"E,42°49'04.84"N,141°03'02.27"E,42°24'11.23"N,143°18'41.83"E,40°41'10.32"N,142°42'53.53"E,41°05'54.13"N,140°30'46.66"E,41.75981,141.89919,42.81801,141.05063,42.40312,143.31162,40.6862,142.71487,41.09837,140.51296,LC81070312015266LGN00,LC81070312015266LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070312015266LGN00
LC81070362015266LGN00, 107, 036, 107, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150923010449_20150923014752.01,LT8BPF20150923010055_20150923014858.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/23,2015:266:01:15:56.8134990,2015:266:01:16:28.5834950,2015/09/23,9,8.97,51.03375815,148.14930596,4.541,5.71,267,-1,Y,LPGS_2.5.1,34°36'38.59"N,139°43'17.90"E,35°39'47.30"N,138°56'28.97"E,35°16'16.36"N,140°59'14.14"E,33°32'39.84"N,140°28'41.20"E,33°56'08.81"N,138°28'27.73"E,34.61072,139.72164,35.66314,138.94138,35.27121,140.98726,33.5444,140.47811,33.93578,138.47437,LC81070362015266LGN00,LC81070362015266LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070362015266LGN00
LC81070292015266LGN00, 107, 029, 107, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150923010449_20150923014752.01,LT8BPF20150923010055_20150923014858.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/23,2015:266:01:13:09.6058900,2015:266:01:13:41.3758860,2015/09/23,9,3.46,43.03887261,156.52892835,5.29,5.166,468,-1,Y,LPGS_2.5.1,44°36'29.09"N,142°52'32.66"E,45°40'10.60"N,141°59'39.98"E,45°14'32.68"N,144°21'50.33"E,43°31'49.84"N,143°43'10.20"E,43°57'13.64"N,141°25'03.83"E,44.60808,142.87574,45.66961,141.99444,45.24241,144.36398,43.53051,143.7195,43.95379,141.41773,LC81070292015266LGN00,LC81070292015266LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070292015266LGN00
LC81110372015262LGN00, 111, 037, 111, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150919012931_20150919030649.01,LT8BPF20150919012537_20150919021202.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/19,2015:262:01:41:02.5536670,2015:262:01:41:34.3236630,2015/09/19,9,4.73,53.30587631,145.02416537,4.508,3.83,403,-1,Y,LPGS_2.5.1,33°10'37.45"N,133°08'32.75"E,34°13'43.36"N,132°22'22.94"E,33°50'24.40"N,134°23'06.54"E,32°06'42.55"N,133°53'22.24"E,32°30'00.68"N,131°55'00.44"E,33.17707,133.14243,34.22871,132.37304,33.84011,134.38515,32.11182,133.88951,32.50019,131.91679,LC81110372015262LGN00,LC81110372015262LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81110372015262LGN00
LC81060312015259LGN00, 106, 031, 106, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20150916005900_20150916014138.01,LT8BPF20150916005506_20150916014245.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/16,2015:259:01:07:43.7884940,2015:259:01:08:15.5584900,2015/09/16,9,2.07,47.73948927,152.15446535,4.278,3.754,190,-1,Y,LPGS_2.5.1,41°45'35.46"N,143°26'55.32"E,42°49'05.05"N,142°36'00.61"E,42°24'11.34"N,144°51'40.28"E,40°41'10.36"N,144°15'51.77"E,41°05'54.24"N,142°03'44.82"E,41.75985,143.4487,42.81807,142.60017,42.40315,144.86119,40.68621,144.26438,41.0984,142.06245,LC81060312015259LGN00,LC81060312015259LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81060312015259LGN00
LC81060302015259LGN00, 106, 030, 106, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20150916005900_20150916014138.01,LT8BPF20150916005506_20150916014245.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/16,2015:259:01:07:19.9101650,2015:259:01:07:51.6801610,2015/09/16,9,10.43,46.60080912,153.3828798,6.076,5.283,394,-1,Y,LPGS_2.5.1,43°11'04.56"N,143°55'40.48"E,44°14'39.77"N,143°03'48.38"E,43°49'24.78"N,145°22'36.91"E,42°06'32.83"N,144°45'26.28"E,42°31'35.90"N,142°30'25.52"E,43.1846,143.92791,44.24438,143.06344,43.82355,145.37692,42.10912,144.7573,42.52664,142.50709,LC81060302015259LGN00,LC81060302015259LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81060302015259LGN00
LC81060322015259LGN00, 106, 032, 106, 032,FULL,NADIR,NOMINAL,N/A,LO8BPF20150916005900_20150916014138.01,LT8BPF20150916005506_20150916014245.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/16,2015:259:01:08:07.6795310,2015:259:01:08:39.4495270,2015/09/16,9,2.07,48.86318216,150.88137548,3.59,1.997,31,-1,Y,LPGS_2.5.1,40°19'57.72"N,142°59'08.45"E,41°23'22.09"N,142°09'08.86"E,40°58'48.00"N,144°21'51.05"E,39°15'38.99"N,143°47'17.05"E,39°40'05.12"N,141°37'53.58"E,40.3327,142.98568,41.38947,142.15246,40.98,144.36418,39.26083,143.78807,39.66809,141.63155,LC81060322015259LGN00,LC81060322015259LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81060322015259LGN00
LC81080282015257LGN00, 108, 028, 108, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20150914011056_20150914024750.01,LT8BPF20150914010702_20150914015441.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/14,2015:257:01:18:52.7924300,2015:257:01:19:24.5624270,2015/09/14,9,4.87,44.96169496,155.17960345,3.762,3.585,388,-1,Y,LPGS_2.5.1,46°01'47.78"N,141°51'16.16"E,47°05'36.35"N,140°57'20.84"E,46°39'33.16"N,143°23'06.58"E,44°57'00.61"N,142°42'47.05"E,45°22'47.10"N,140°21'22.75"E,46.02994,141.85449,47.09343,140.95579,46.65921,143.38516,44.95017,142.71307,45.37975,140.35632,LC81080282015257LGN00,LC81080282015257LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81080282015257LGN00
LC81080312015257LGN00, 108, 031, 108, 031,FULL,NADIR,NOMINAL,N/A,LO8BPF20150914011056_20150914024750.01,LT8BPF20150914010702_20150914015441.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/14,2015:257:01:20:04.4528340,2015:257:01:20:36.2228300,2015/09/14,9,11.2,48.39275984,151.50031131,5.014,4.975,262,-1,Y,LPGS_2.5.1,41°45'34.42"N,140°21'37.22"E,42°49'03.97"N,139°30'42.52"E,42°24'10.12"N,141°46'22.30"E,40°41'09.42"N,141°10'33.49"E,41°05'53.41"N,138°58'26.44"E,41.75956,140.36034,42.81777,139.51181,42.40281,141.77286,40.68595,141.17597,41.09817,138.97401,LC81080312015257LGN00,LC81080312015257LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81080312015257LGN00
LC81080292015257LGN00, 108, 029, 108, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150914011056_20150914024750.01,LT8BPF20150914010702_20150914015441.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/14,2015:257:01:19:16.6834680,2015:257:01:19:48.4534640,2015/09/14,9,10.63,46.11984526,153.99014565,4.421,4.498,266,-1,Y,LPGS_2.5.1,44°36'29.09"N,141°20'13.52"E,45°40'10.67"N,140°27'21.35"E,45°14'32.64"N,142°49'31.19"E,43°31'49.91"N,142°10'50.63"E,43°57'13.79"N,139°52'44.72"E,44.60808,141.33709,45.66963,140.45593,45.2424,142.82533,43.53053,142.18073,43.95383,139.87909,LC81080292015257LGN00,LC81080292015257LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81080292015257LGN00
LC81080322015257LGN00, 108, 032, 108, 032,FULL,NADIR,NOMINAL,N/A,LO8BPF20150914011056_20150914024750.01,LT8BPF20150914010702_20150914015441.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/14,2015:257:01:20:28.3353990,2015:257:01:21:00.1053950,2015/09/14,9,12.78,49.50509128,150.1886727,6.936,5.369,218,-1,Y,LPGS_2.5.1,40°19'58.66"N,139°53'50.68"E,41°23'22.96"N,139°03'50.90"E,40°58'48.68"N,141°16'33.74"E,39°15'39.85"N,140°41'59.71"E,39°40'06.17"N,138°32'35.63"E,40.33296,139.89741,41.38971,139.06414,40.98019,141.27604,39.26107,140.69992,39.66838,138.54323,LC81080322015257LGN00,LC81080322015257LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81080322015257LGN00
LC81080302015257LGN00, 108, 030, 108, 030,FULL,NADIR,NOMINAL,N/A,LO8BPF20150914011056_20150914024750.01,LT8BPF20150914010702_20150914015441.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/14,2015:257:01:19:40.5617970,2015:257:01:20:12.3317930,2015/09/14,9,12.8,47.26357542,152.76599924,4.727,5.175,342,-1,Y,LPGS_2.5.1,43°11'06.14"N,140°50'23.46"E,44°14'41.46"N,139°58'31.51"E,43°49'26.51"N,142°17'19.54"E,42°06'34.45"N,141°40'08.90"E,42°31'37.52"N,139°25'08.58"E,43.18504,140.83985,44.24485,139.97542,43.82403,142.28876,42.10957,141.66914,42.52709,139.41905,LC81080302015257LGN00,LC81080302015257LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81080302015257LGN00
LC81080362015257LGN00, 108, 036, 108, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150914011056_20150914024750.01,LT8BPF20150914010702_20150914015441.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/14,2015:257:01:22:03.8953120,2015:257:01:22:35.6653080,2015/09/14,9,9.73,53.75945704,144.36259244,4.602,6.35,288,-1,Y,LPGS_2.5.1,34°36'37.91"N,138°10'57.32"E,35°39'46.58"N,137°24'07.92"E,35°16'15.31"N,139°26'54.02"E,33°32'39.05"N,138°56'20.87"E,33°56'08.34"N,136°56'06.47"E,34.61053,138.18259,35.66294,137.4022,35.27092,139.44834,33.54418,138.93913,33.93565,136.93513,LC81080362015257LGN00,LC81080362015257LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81080362015257LGN00
LC81100372015255LGN00, 110, 037, 110, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150912012317_20150912030034.01,LT8BPF20150912011923_20150912020500.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/12,2015:255:01:34:48.3786590,2015:255:01:35:20.1486550,2015/09/12,9,7.93,55.32611207,141.78422296,4.663,4.399,284,-1,Y,LPGS_2.5.1,33°10'36.98"N,134°41'38.90"E,34°13'43.00"N,133°55'29.68"E,33°50'23.82"N,135°56'12.55"E,32°06'41.94"N,135°26'27.78"E,32°30'00.25"N,133°28'06.67"E,33.17694,134.69414,34.22861,133.92491,33.83995,135.93682,32.11165,135.44105,32.50007,133.46852,LC81100372015255LGN00,LC81100372015255LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81100372015255LGN00
LC81120382015253LGN00, 112, 038, 112, 038,FULL,NADIR,NOMINAL,N/A,LO8BPF20150910013537_20150910021640.01,LT8BPF20150910013143_20150910021747.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/10,2015:253:01:47:32.7855710,2015:253:01:48:04.5555680,2015/09/09,9,17.51,56.81652944,138.98998551,5.209,5.165,282,-1,Y,LPGS_2.5.1,31°44'31.70"N,131°12'55.30"E,32°47'35.09"N,130°27'25.06"E,32°24'27.54"N,132°26'10.61"E,30°40'40.40"N,131°57'10.33"E,31°03'48.20"N,130°00'37.19"E,31.74214,131.21536,32.79308,130.45696,32.40765,132.43628,30.67789,131.95287,31.06339,130.01033,LC81120382015253LGN00,LC81120382015253LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81120382015253LGN00
LC81070292015250LGN00, 107, 029, 107, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150907010441_20150907024159.01,LT8BPF20150907010047_20150907023805.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/07,2015:250:01:13:01.7712160,2015:250:01:13:33.5412120,2015/09/07,9,6.48,48.42792491,151.86047409,5.127,5.129,454,-1,Y,LPGS_2.5.1,44°36'29.52"N,142°53'23.75"E,45°40'11.14"N,142°00'31.68"E,45°14'33.00"N,144°22'41.56"E,43°31'50.27"N,143°44'00.92"E,43°57'14.26"N,141°25'54.95"E,44.6082,142.88993,45.66976,142.0088,45.2425,144.37821,43.53063,143.73359,43.95396,141.43193,LC81070292015250LGN00,LC81070292015250LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070292015250LGN00
LC81070282015250LGN00, 107, 028, 107, 028,FULL,NADIR,NOMINAL,N/A,LO8BPF20150907010441_20150907024159.01,LT8BPF20150907010047_20150907023805.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/07,2015:250:01:12:37.8844150,2015:250:01:13:09.6544110,2015/09/07,9,2.77,47.30235671,153.17095893,3.37,3.59,305,-1,Y,LPGS_2.5.1,46°01'47.32"N,143°24'26.28"E,47°05'36.02"N,142°30'30.74"E,46°39'32.62"N,144°56'17.16"E,44°57'00.07"N,144°15'57.42"E,45°22'46.81"N,141°54'32.44"E,46.02981,143.4073,47.09334,142.50854,46.65906,144.9381,44.95002,144.26595,45.37967,141.90901,LC81070282015250LGN00,LC81070282015250LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81070282015250LGN00
LC81090362015248LGN00, 109, 036, 109, 036,FULL,NADIR,NOMINAL,N/A,LO8BPF20150905011702_20150905025419.01,LT8BPF20150905011308_20150905015957.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/05,2015:248:01:28:09.2535250,2015:248:01:28:41.0235210,2015/09/05,9,20.69,56.28981213,140.18700798,4.58,4.9,503,-1,Y,LPGS_2.5.1,34°36'38.74"N,136°38'51.86"E,35°39'47.63"N,135°52'01.42"E,35°16'15.92"N,137°54'49.61"E,33°32'39.84"N,137°24'16.60"E,33°56'09.53"N,135°24'00.11"E,34.61076,136.64774,35.66323,135.86706,35.27109,137.91378,33.5444,137.40461,33.93598,135.40003,LC81090362015248LGN00,LC81090362015248LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81090362015248LGN00
LC81090372015248LGN00, 109, 037, 109, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150905011702_20150905025419.01,LT8BPF20150905011308_20150905015957.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/05,2015:248:01:28:33.1445620,2015:248:01:29:04.9145590,2015/09/05,9,6.65,57.21318954,138.30348,4.427,4.055,178,-1,Y,LPGS_2.5.1,33°10'37.16"N,136°14'51.94"E,34°13'43.10"N,135°28'43.68"E,33°50'24.43"N,137°29'24.32"E,32°06'42.26"N,136°59'39.59"E,32°30'00.11"N,135°01'20.68"E,33.17699,136.24776,34.22864,135.4788,33.84012,137.49009,32.11174,136.99433,32.50003,135.02241,LC81090372015248LGN00,LC81090372015248LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81090372015248LGN00
LC81060292015243LGN00, 106, 029, 106, 029,FULL,NADIR,NOMINAL,N/A,LO8BPF20150831005852_20150831013930.01,LT8BPF20150831005458_20150831014037.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/31,2015:243:01:06:48.1174240,2015:243:01:07:19.8874200,2015/08/31,9,17.21,50.63052225,149.64391452,3.826,4.445,137,-1,Y,LPGS_2.5.1,44°36'30.31"N,144°26'18.13"E,45°40'12.07"N,143°33'26.39"E,45°14'33.83"N,145°55'35.80"E,43°31'51.02"N,145°16'54.77"E,43°57'15.08"N,142°58'49.26"E,44.60842,144.43837,45.67002,143.55733,45.24273,145.92661,43.53084,145.28188,43.95419,142.98035,LC81060292015243LGN00,LC81060292015243LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81060292015243LGN00
LC81100372015239LGN00, 110, 037, 110, 037,FULL,NADIR,NOMINAL,N/A,LO8BPF20150827012310_20150827030028.01,LT8BPF20150827011916_20150827020453.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/27,2015:239:01:34:41.5909200,2015:239:01:35:13.3609160,2015/08/27,9,13.98,59.41621406,133.58809609,3.966,4.193,164,-1,Y,LPGS_2.5.1,33°10'37.60"N,134°42'01.30"E,34°13'43.75"N,133°55'52.64"E,33°50'24.54"N,135°56'34.58"E,32°06'42.52"N,135°26'49.49"E,32°30'00.90"N,133°28'29.32"E,33.17711,134.70036,34.22882,133.93129,33.84015,135.94294,32.11181,135.44708,32.50025,133.47481,LC81100372015239LGN00,LC81100372015239LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81100372015239LGN00
LC81100352015239LGN00, 110, 035, 110, 035,FULL,NADIR,NOMINAL,N/A,LO8BPF20150827012310_20150827030028.01,LT8BPF20150827011916_20150827020453.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/27,2015:239:01:33:53.8088450,2015:239:01:34:25.5788420,2015/08/27,9,5.18,57.71542148,137.8019872,4.667,4.363,312,-1,Y,LPGS_2.5.1,36°02'36.64"N,135°30'39.64"E,37°05'48.91"N,134°43'06.38"E,36°42'03.38"N,136°48'07.70"E,34°58'33.28"N,136°16'41.56"E,35°22'15.49"N,134°14'22.56"E,36.04351,135.51101,37.09692,134.71844,36.70094,136.80214,34.97591,136.27821,35.37097,134.2396,LC81100352015239LGN00,LC81100352015239LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81100352015239LGN00
LC81100342015239LGN00, 110, 034, 110, 034,FULL,NADIR,NOMINAL,N/A,LO8BPF20150827012310_20150827030028.01,LT8BPF20150827011916_20150827020453.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/08/27,2015:239:01:33:29.9262800,2015:239:01:34:01.6962760,2015/08/27,9,.54,56.80917922,139.76369703,4.453,3.976,61,-1,Y,LPGS_2.5.1,37°28'27.77"N,135°55'58.40"E,38°31'43.68"N,135°07'39.22"E,38°07'43.14"N,137°15'04.07"E,36°24'19.58"N,136°42'40.46"E,36°48'15.37"N,134°38'09.31"E,37.47438,135.93289,38.5288,135.12756,38.12865,137.25113,36.40544,136.71124,36.80427,134.63592,LC81100342015239LGN00,LC81100342015239LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81100342015239LGN00
LC81120352015237LGN00, 112, 035, 112, 035,FULL,NADIR,NOMINAL,N/A,LO8BPF20150825013531_20150825021610.01,LT8BPF20150825013137_20150825021716.01,L8CPF20150701_20150930.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1GT,OLI_TIRS,2015/08/25,2015:237:01:46:14.8292540,2015:237:01:46:46.5992500,2015/08/24,9,11.19,58.2096895,136.85736123,0,0,-1,-1,Y,LPGS_2.5.1,36°02'35.77"N,132°25'11.32"E,37°05'48.05"N,131°37'37.85"E,36°42'02.56"N,133°42'39.42"E,34°58'32.34"N,133°11'13.38"E,35°22'14.56"N,131°08'54.17"E,36.04327,132.41981,37.09668,131.62718,36.70071,133.71095,34.97565,133.18705,35.37071,131.14838,LC81120352015237LGN00,LC81120352015237LGN00,https://earthexplorer.usgs.gov/browse/4923/LC81120352015237LGN00
