LIBMIN,PMUN13,SURFACE,DENSITE,LAT,LONG
Schenkon,2744,6.8,409.6,47.1788688,8.1303709
Scherz,649,3.3,196.7,47.4464569,8.1846352
Scheuren,458,2.1,218.1,47.13287,7.3174056
Schiers,2596,61.8,42.1,46.9696936,9.6884858
Schinznach,2233,12.2,182.6,47.44698,8.14144
Schinznach-Bad,1195,1.9,628.9,47.4504862,8.1684054
Schlatt(TG),1635,15.5,105.3,47.6613462,8.7029709
Schlatt(ZH),738,9.1,82.3,47.6613462,8.7029709
Schlatt-Haslen,1107,17.9,61.8,47.3693854,9.367036
Schleinikon,707,5.7,124.5,47.4981542,8.3914164
Schleitheim,1721,21.5,79.7,47.75009,8.4868
Schlierbach,778,7.2,108.5,47.2238629,8.1112457
Schlieren,17652,6.5,2674.5,47.3982611,8.448795
Schlossrued,800,7.3,110.8,47.2907084,8.0890873
Schlosswil,627,3.5,181.7,46.9095388,7.6086403
Schluein,590,4.8,123.2,46.7884878,9.2264769
Schmerikon,3471,4.0,838.4,47.2261376,8.9482314
Schmiedrued,1181,8.6,136.7,47.2612478,8.1107406
Schmitten(FR),4006,13.6,296.7,46.85552,7.24859
Schmitten(GR),252,11.3,22.2,46.6879611,9.6733109
Schneisingen,1316,8.3,159.5,47.5199173,8.361593
Schnottwil,1037,7.2,144.4,47.1110436,7.3908496
Schöfflisdorf,1362,4.0,339.7,47.4997479,8.4161434
Schöftland,4038,6.2,643.0,47.30471,8.05136
Schönenberg(ZH),1885,11.0,172.0,47.1932312,8.644027
Schönenbuch,1414,1.3,1039.7,47.5372246,7.5020252
Schönengrund,509,5.2,97.7,47.3260986,9.226432
Schönenwerd,4859,3.7,1302.7,47.3736954,8.0023269
Schönholzerswilen,837,10.9,76.5,47.5162107,9.1404141
Schötz,3942,15.4,257.0,47.1707206,7.9892294
Schongau,977,12.5,78.5,47.26784,8.26384
Schübelbach,8761,29.0,302.0,47.173891,8.9282867
Schüpfen,3670,19.8,185.1,47.037219,7.37617
Schüpfheim,4093,38.5,106.6,46.9519892,8.0163553
Schupfart,758,7.0,107.7,47.5134984,7.9653934
Schwaderloch,687,2.8,247.1,47.5859912,8.1444247
Schwadernau,673,4.1,162.6,47.1280643,7.303005
SchwandenbeiBrienz,582,7.1,82.9,46.7593911,8.0558753
Schwarzenberg,1682,39.2,42.9,47.0139898,8.1730817
Schwarzenburg,6794,44.8,151.7,46.8184541,7.3411203
Schwarzhäusern,501,3.8,132.2,47.2519786,7.7666302
Schwellbrunn,1492,17.4,85.7,47.3542872,9.2489271
Schwende,2171,57.5,37.7,47.3244509,9.4158834
Schwendibach,243,1.5,162.0,46.7751149,7.6632737
Schwerzenbach,4957,2.7,1870.6,47.3825634,8.6577504
Schwyz,14785,53.2,277.7,47.0207138,8.6529884
Scuol,2350,144.1,16.3,46.7968716,10.2977381
Seeberg,1423,15.8,90.3,47.1560606,7.6611548
Seedorf(BE),2968,20.9,142.1,47.0355495,7.3124338
Seedorf(UR),1834,15.5,118.6,46.88092,8.61352
Seegräben,1333,3.8,353.6,47.3423323,8.7709611
Seehof,69,8.4,8.2,47.305596,7.5237787
Seelisberg,682,13.3,51.1,46.9749886,8.5853863
Seengen,3714,9.6,383.3,47.3267872,8.2054516
Seewen,1003,16.4,61.5,47.4365858,7.6603489
SeewisimPrättigau,1372,49.6,27.6,46.9905027,9.6372642
Seftigen,2221,3.9,571.0,46.7873678,7.5406672
Selma,33,2.9,11.3,46.3203276,9.1205602
Seltisberg,1292,3.5,361.9,47.4597027,7.7174137
Selzach,3183,19.5,163.4,47.2048271,7.4542951
Sembrancher,954,17.7,54.1,46.076873,7.1549025
Sementina,3075,8.4,372.7,46.1820276,8.9924856
Sempach,4149,9.0,465.7,47.1341481,8.1933634
Semsales,1347,29.4,45.9,46.57386,6.92926
Senarclens,433,3.9,109.1,46.6003663,6.4869682
Senèdes,153,0.5,306.0,46.7420481,7.1422971
Sennwald,5038,41.5,121.4,47.2612316,9.5042435
Sent,899,111.7,8.1,46.8168332,10.3377292
Seon,4807,9.7,499.7,47.3481098,8.1588699
Sergey,146,1.5,100.0,46.75062,6.49966
Serravalle,2089,96.9,21.6,46.416667,8.983333
Servion,1867,6.3,294.9,46.57147,6.77879
Sessa,684,2.8,238.3,45.9996604,8.819031
Seuzach,7201,7.6,951.3,47.5364829,8.7363317
Sévaz,255,2.5,102.0,46.8381596,6.8756059
Sevelen,4679,30.3,154.2,47.1218764,9.486948
Sévery,212,2.4,89.1,46.576006,6.4382511
Siblingen,810,9.3,86.1,47.7142798,8.5199404
Sierre,16332,19.2,851.5,46.2941311,7.5335362
Siglistorf,621,5.5,112.7,47.5451227,8.379834
Signau,2737,22.1,124.0,46.9206256,7.7256207
Signy-Avenex,464,1.9,240.4,46.3897212,6.1972045
Sigriswil,4676,55.4,84.4,46.7168545,7.7132831
Silenen,2195,144.8,15.2,46.7917355,8.6694779
SilsimDomleschg,895,9.3,96.0,46.7019286,9.4555982
SilsimEngadin/Segl,756,63.5,11.9,46.4321555,9.7656899
Silvaplana,1067,44.7,23.8,46.4599864,9.7955009
Simplon,327,90.9,3.6,46.1952777,8.0559172
Sins,4183,20.2,206.1,47.1914437,8.3956737
Sion,32797,29.7,1102.0,46.2331221,7.360626
Sirnach,7471,12.4,602.0,47.4618426,8.9968358
Siselen,599,5.5,108.5,47.03219,7.18979
Sisikon,394,16.3,24.1,46.9498719,8.6220124
Sissach,6406,8.9,722.2,47.4643945,7.810661
Sisseln,1471,2.6,583.7,47.5532793,7.9895639
Siviriez,2195,20.3,108.2,46.6585092,6.877722
Soazza,361,46.4,7.8,46.3649349,9.2243119
Sobrio,78,6.4,12.2,46.3998487,8.901628
Solothurn,16599,6.3,2643.2,47.2088348,7.532291
Sommeri,507,4.2,120.4,47.5674728,9.2893559
Sonceboz-Sombeval,1849,15.0,123.2,47.1957402,7.1786494
Sonogno,94,37.6,2.5,46.3502778,8.7866579
Sonvilier,1246,23.8,52.4,47.1390891,6.9647878
Soral,744,2.9,252.2,46.1444245,6.043746
Sorengo,1868,0.9,2197.6,45.9978309,8.938607
Sorens,1031,8.7,118.2,46.6691888,7.0586245
Sornetan,139,5.7,24.6,47.2742004,7.2159
Sorvilier,255,6.8,37.0,47.239516,7.3060745
Soubey,144,13.5,10.7,47.3085725,7.0482648
Souboz,131,10.6,12.3,47.2740298,7.2431239
Soyhières,474,7.5,63.2,47.3904978,7.3690995
Speicher,4166,8.2,509.9,47.4117837,9.4416911
Spiez,12577,16.8,753.6,46.6884826,7.6791524
Spiringen,841,64.7,13.0,46.8721143,8.7310647
Splügen,392,60.5,6.5,46.5528268,9.3233581
Spreitenbach,10970,8.6,1275.6,47.4221702,8.3638854
St.Antönien,356,52.2,6.8,46.9695874,9.8142825
St.Antoni,1908,16.9,113.6,46.8220782,7.2612084
St.Gallen,74581,39.3,1893.4,47.4244818,9.3767173
St.Margrethen,5728,6.9,835.0,47.4496088,9.6376089
St.Martin,35,22.9,1.5,46.5767192,6.8688219
St.Moritz,5149,28.7,179.5,46.4907973,9.8355079
St.Niklaus,2300,89.3,25.8,46.1762332,7.8045917
St.Silvester,955,7.1,135.1,46.7404313,7.220526
St.Stephan,1339,60.9,22.0,46.50595,7.40205
St.Ursen,1281,15.7,81.3,46.7900124,7.2181088
Stabio,4460,6.2,725.2,45.8530292,8.9366943
Stadel,2029,12.9,157.3,47.5283265,8.4657088
Stäfa,13931,8.6,1623.7,47.2392343,8.7351356
Staffelbach,1054,9.0,117.9,47.2837189,8.0423865
Stalden(VS),1111,10.5,106.5,46.2331036,7.8706705
Staldenried,553,14.3,38.6,46.2297939,7.8831391
Stallikon,3339,12.0,277.3,47.32495,8.48999
Stans,8175,11.1,737.2,46.9571926,8.3659672
Stansstad,4402,9.1,483.2,46.977594,8.3374207
Starrkirch-Wil,1660,1.8,902.2,47.3464105,7.92635
Staufen,2604,3.5,729.4,47.3836889,8.1681976
Steckborn,3626,8.8,413.9,47.6680452,8.9822824
Steffisburg,15585,13.5,1166.5,46.7788438,7.6347832
Steg-Hohtenn,1558,14.2,110.0,46.3139432,7.7512288
Stein(AG),3037,2.8,1080.8,47.544055,7.9551774
Stein(AR),1375,9.4,146.7,47.3744573,9.3448602
SteinamRhein,3334,5.8,578.8,47.6558193,8.8579556
Steinach,3486,4.5,778.1,47.50321,9.44208
Steinen,3302,11.9,278.9,47.0495934,8.613134
Steinerberg,915,6.9,132.6,47.0554331,8.5865747
Steinhausen,9258,5.0,1833.3,47.197193,8.4850173
Steinmaur,3354,9.5,356.8,47.4997532,8.4556518
Sternenberg,351,8.7,40.3,47.387038,8.9110737
Stetten(AG),1958,4.4,444.0,47.3999805,8.3073777
Stetten(SH),1292,4.7,275.5,47.740257,8.6628262
Stettfurt,1149,6.3,180.7,47.5242016,8.9549695
Stettlen,2931,3.6,832.7,46.9583702,7.5251633
Stierva,134,10.5,12.7,46.6635481,9.5421051
Stocken-Höfen,981,14.2,69.0,46.7,7.583333
Strengelbach,4670,6.0,777.0,47.2790777,7.9290323
Studen(BE),2958,2.7,1087.5,47.1115805,7.3026302
Stüsslingen,1034,6.2,167.3,47.393752,7.9706516
Subingen,3027,6.2,484.3,47.195658,7.6140497
Suchy,483,6.7,72.5,46.7228341,6.5989617
Sufers,127,34.6,3.7,46.5705798,9.3664443
Suhr,9753,10.6,919.2,47.370902,8.0795037
Sulgen,3625,9.1,397.0,47.53911,9.18488
Sullens,893,3.9,227.8,46.5935962,6.5660091
Sumiswald,5031,59.4,84.8,47.0284465,7.7446642
Sumvitg,1249,101.8,12.3,46.7278608,8.9383016
Sur,78,23.2,3.4,46.5225078,9.6316022
Surava,196,7.0,28.1,46.6655067,9.6120926
Surpierre,325,4.8,67.4,46.746642,6.8586731
Sursee,9160,5.9,1563.1,47.1714819,8.1111312
Suscévaz,195,4.1,47.0,46.7641751,6.5779972
Susch,211,94.0,2.2,46.7507975,10.0796664
Sutz-Lattrigen,1384,3.6,384.4,47.0986576,7.2161472
Syens,135,2.5,53.6,46.645146,6.778542
Tägerig,1410,3.3,428.6,47.403857,8.2786916
Tägertschi,409,3.6,112.4,46.8756333,7.585386
Tägerwilen,4282,11.5,371.7,47.655571,9.1312081
Täsch,1212,58.7,20.6,46.0679692,7.7759045
Täuffelen,2676,4.4,608.2,47.0669686,7.2001588
Tafers,3147,8.4,374.6,46.815327,7.21575
Tamins,1202,40.7,29.5,46.8280926,9.4063148
Tannay,1539,1.8,845.6,46.310046,6.1735347
Tarasp,341,46.9,7.3,46.7758856,10.2584949
Tartegnin,225,1.1,206.4,46.466421,6.3166357
Tavannes,3563,14.8,241.4,47.2200764,7.198526
Tecknau,853,2.4,363.0,47.4485139,7.8857915
Tegerfelden,1119,7.1,157.4,47.5611603,8.2866172
Tenero-Contra,2751,3.7,745.5,46.1804632,8.8490614
Tenniken,887,4.7,190.3,47.43708,7.81173
Tentlingen,1227,3.7,339.9,46.7688786,7.1987844
Termen,865,18.8,46.2,46.32771,8.02207
TerrediPedemonte,2609,11.4,229.5,46.183333,8.716667
Teufen(AR),6038,15.3,396.2,47.390742,9.3892463
Teufenthal(AG),1596,3.6,447.1,47.329831,8.1147283
Teuffenthal(BE),163,4.6,36.0,46.7756857,7.7193129
Tévenon,744,14.2,52.1,46.8476259,6.6278181
Thal,6433,9.6,669.4,47.4672487,9.5662899
Thalheim(AG),764,9.8,77.1,47.438287,8.1035688
ThalheimanderThur,916,6.4,142.0,47.577593,8.7550017
Thalwil,17554,5.5,3191.6,47.2949282,8.5644799
Thayngen,5151,20.0,258.5,47.7476886,8.7106201
Therwil,9867,7.7,1293.2,47.4990611,7.5532808
Thierachern,2460,7.5,327.1,46.7518275,7.5726852
Thörigen,1046,4.5,231.4,47.1733519,7.7280908
Thônex,13756,3.8,3582.3,46.1928374,6.202767
Thürnen,1345,2.3,597.8,47.4560149,7.8290735
Thun,42929,21.6,1989.3,46.7579868,7.6279881
Thundorf,1345,15.6,86.2,47.5457033,8.9634761
Thunstetten,3066,9.7,317.7,47.216206,7.7485408
Thusis,2946,6.8,432.6,46.6960141,9.439494
Tiefencastel,254,14.9,17.1,46.6618506,9.5771616
Tinizong-Rona,326,54.3,6.0,46.5831572,9.6167361
Titterten,417,3.7,112.4,47.4018846,7.7174678
Tobel-Tägerschen,1478,7.1,207.9,47.51288,9.03056
Törbel,476,17.6,27.1,46.2372768,7.8521036
Toffen,2546,4.9,519.6,46.8589438,7.4909549
Tolochenaz,1784,1.6,1122.0,46.5047412,6.4733006
Tomils,717,30.5,23.5,46.7618203,9.4427537
Torny,871,10.2,85.6,46.7706688,6.9656773
Torricella-Taverne,3067,5.2,585.3,46.0664404,8.9243192
Trachselwald,979,16.0,61.3,47.0169515,7.739153
Tramelan,4419,24.9,178.0,47.2235029,7.102975
Trasadingen,595,4.1,144.1,47.6687,8.42996
Treiten,422,4.7,88.7,47.0100997,7.1594435
Trélex,1419,5.9,245.5,46.4153505,6.2048921
Trey,258,3.8,67.7,46.7701263,6.9260996
Treycovagnes,460,2.1,221.2,46.7739321,6.6092062
Treytorrens(Payerne),127,3.1,41.4,46.7716154,6.7999774
Treyvaux,1447,11.4,126.5,46.7272477,7.1373388
Triengen,4450,22.1,201.6,47.2354436,8.0761619
Trient,161,39.5,4.1,46.0556748,6.996041
Trimbach,6454,7.7,847.0,47.3639385,7.9040922
Trimmis,3040,42.9,70.9,46.9009,9.56155
Trin,1265,47.2,26.8,46.8283045,9.3624372
Trogen,1696,10.0,169.3,47.4078753,9.4647144
Troinex,2295,3.4,671.1,46.1640891,6.1450701
Troistorrents,4347,37.0,117.6,46.2312995,6.9194416
Trub,1344,62.0,21.7,46.9395372,7.8775132
Trubschachen,1423,15.6,91.0,46.9231499,7.8444901
Trüllikon,996,9.6,104.4,47.6381037,8.6926297
Trun,1238,51.9,23.9,46.7431522,8.991023
Truttikon,450,4.4,102.0,47.6289912,8.7272903
Tschappina,138,24.7,5.6,46.6862386,9.383685
Tschiertschen-Praden,310,27.8,11.2,46.816667,9.6
Tschugg,447,3.3,135.9,47.0259262,7.0782281
Tübach,1316,2.0,664.6,47.4867194,9.4522869
Tuggen,3065,13.6,226.7,47.2026436,8.9423674
Tujetsch,1405,133.9,10.5,46.679598,8.7737237
Turbenthal,4350,25.2,172.6,47.4354,8.84749
Turgi,2956,1.5,1907.1,47.4887974,8.2547897
Turtmann-Unterems,1125,42.3,26.6,46.283333,7.7
Twann-Tüscherz,1113,12.4,89.5,47.0946442,7.1562672
Udligenswil,2174,6.3,349.0,47.0905768,8.4016959
Ueberstorf,2387,16.1,148.1,46.8647695,7.3117323
Uebeschi,664,4.4,150.9,46.7381333,7.5549643
Ueken,845,5.1,165.7,47.4825893,8.0525308
Uerkheim,1303,7.1,183.5,47.3050217,8.0249072
Uesslingen-Buch,1076,14.0,76.8,47.5802597,8.8314395
Uetendorf,5967,10.2,587.9,46.774323,7.5716075
UetikonamSee,5895,3.5,1703.8,47.2659401,8.6767808
Uezwil,417,2.5,170.9,47.3172792,8.2739485
Ufhusen,862,12.3,70.4,47.1170905,7.8939976
Uitikon,3928,4.4,898.9,47.3709461,8.451903
Ulmiz,398,2.9,140.6,46.9325848,7.2009646
Unterägeri,8376,25.6,327.3,47.1368093,8.5830915
Unterbäch,411,22.0,18.7,46.2849335,7.7991647
Untereggen,1031,7.1,144.6,47.4529863,9.4499172
Unterengstringen,3456,3.4,1031.6,47.4136272,8.4489183
Unterentfelden,4066,2.9,1411.8,47.3673267,8.0444396
Unteriberg,2304,46.7,49.5,47.0593246,8.8019535
Unterkulm,2909,8.9,327.2,47.3131283,8.1137093
Unterlangenegg,920,6.8,135.1,46.7952004,7.7105025
Unterlunkhofen,1244,4.5,277.1,47.321382,8.3811843
Unterramsern,212,1.5,135.9,47.1190943,7.4822579
Unterschächen,705,80.3,8.8,46.8633279,8.7705289
Unterseen,5646,14.1,402.4,46.6852116,7.8481574
Untersiggenthal,7091,8.3,857.4,47.4978612,8.2638309
Unterstammheim,886,7.3,122.2,47.6393,8.7903288
Untervaz,2426,27.7,87.5,46.9275438,9.5351588
Urdorf,9526,7.6,1256.7,47.3867071,8.420693
Urmein,128,4.4,29.6,46.6915129,9.401246
Urnäsch,2245,48.3,46.5,47.3170588,9.2826442
Ursenbach,907,9.1,99.2,47.1366438,7.7724146
Ursins,205,3.4,61.2,46.7349173,6.6684647
Ursy,2717,15.0,181.6,46.6344043,6.83538
Urtenen-Schönbühl,6084,7.2,847.4,47.0205678,7.499724
Uster,33097,28.5,1160.1,47.3482747,8.7178739
Uttigen,1895,3.8,500.0,46.794386,7.5737132
Uttwil,1815,4.4,418.2,47.5834988,9.3404976
Utzenstorf,4123,17.0,243.5,47.1281667,7.5588034
Uznach,6144,7.6,813.8,47.2243722,8.9841417
Uzwil,12698,14.5,875.7,47.4453738,9.142239
Vacallo,3276,1.6,2034.8,45.8451832,9.0317351
ValMüstair,1565,198.6,7.9,46.6020161,10.4249076
ValTerbi,2620,38.9,67.4,47.35,7.416667
Val-d'Illiez,1793,39.3,45.7,46.2044076,6.8927592
Val-de-Charmey,2354,112.2,21.0,46.6193414,7.1636983
Val-de-Ruz,16164,124.4,130.1,47.083333,6.966667
Val-de-Travers,10900,124.7,87.3,46.90449,6.5841256
Valangin,485,3.7,129.0,47.016063,6.906469
Valbroye,2843,33.5,84.7,46.7635321,6.8874018
Valeyres-sous-Montagny,656,2.3,287.7,46.7989335,6.6088389
Valeyres-sous-Rances,577,6.4,90.6,46.7533504,6.5257891
Valeyres-sous-Ursins,238,2.8,82.6,46.7462973,6.6555817
Vallon,382,3.5,108.8,46.8850375,6.9534422
Vallorbe,3610,23.2,155.7,46.7119965,6.3791102
Vals,971,152.6,6.4,46.6183577,9.1800537
Valsot,910,159.2,5.7,46.866667,10.416667
Vandoeuvres,2572,4.4,583.2,46.2213459,6.202417
Varen,625,12.8,48.8,46.3172362,7.6064545
Vaulion,464,13.2,35.2,46.6879021,6.3889387
Vaulruz,1035,10.1,101.9,46.620589,6.9891773
Vaumarcus,265,1.8,148.9,46.8781484,6.7550836
Vaux-sur-Morges,180,2.1,85.7,46.5355318,6.4632759
Vaz/Obervaz,2654,42.5,62.4,46.72594,9.55765
Vechigen,4991,24.8,201.0,46.9542809,7.5486765
Vellerat,72,2.0,35.3,47.3191939,7.3705712
Veltheim(AG),1413,5.2,269.7,47.4365773,8.1476781
Vendlincourt,557,9.2,60.7,47.4511089,7.1472475
Venthône,1219,2.5,481.8,46.3064763,7.5288837
Verdabbio,161,13.1,12.3,46.2681611,9.1566234
Vergeletto,59,40.7,1.4,46.226692,8.601979
Vernate,586,1.5,388.1,45.9943426,8.8868464
Vernay,1067,8.4,128.7,46.8760641,6.8883035
Vernayaz,1875,5.7,334.8,46.13465,7.03959
Vernier,34235,7.7,4457.7,46.2122638,6.1052686
Vérossaz,679,14.3,47.5,46.2112877,6.9875012
Versoix,13021,10.6,1238.9,46.2876938,6.1657813
Vétroz,5407,10.4,517.4,46.2257544,7.2819706
Vevey,18906,2.4,7943.7,46.4628333,6.8419192
Vex,1719,13.0,132.3,46.2113569,7.3982929
Veyras,1760,1.5,1213.8,46.3045233,7.5389954
Veyrier,10799,6.5,1661.4,46.1685728,6.1689583
Veysonnaz,595,1.1,540.9,46.1957548,7.3379757
Veytaux,839,6.7,124.1,46.4207102,6.9286409
Vezia,1966,1.4,1414.4,46.0272487,8.9371
Vich,759,1.6,486.5,46.4288507,6.2504103
VicoMorcote,377,1.9,197.4,45.9297763,8.9212394
Villarepos,607,4.7,127.5,46.8832682,7.0718558
Villars-Epeney,83,0.9,96.5,46.7809758,6.6966947
Villars-le-Comte,157,4.2,37.5,46.7094724,6.7982451
Villars-le-Terroir,893,7.1,126.0,46.65755,6.6390489
Villars-Sainte-Croix,671,1.7,406.7,46.5679792,6.561225
Villars-sous-Yens,560,3.0,184.2,46.5101868,6.4287151
Villars-sur-Glâne,12057,5.5,2196.2,46.7931801,7.1237822
Villarsel-sur-Marly,87,1.4,61.7,46.7600289,7.174121
Villarzel,404,7.7,52.7,46.7484013,6.9129687
Villaz-Saint-Pierre,1189,5.5,212.7,46.7209743,6.961234
Villeneuve(FR),375,3.6,106.2,46.7464845,6.868663
Villeneuve(VD),5157,32.1,161.0,46.396608,6.9287684
Villeret,923,16.3,56.8,47.1582786,7.0188916
Villigen,2033,11.2,181.2,47.5262164,8.2147881
Villmergen,6752,12.0,565.5,47.3475212,8.2446497
Villnachern,1533,5.7,267.1,47.469412,8.1631666
Villorsonnens,1297,15.5,83.8,46.716186,6.9952992
Vilters-Wangs,4538,32.7,138.7,47.0299988,9.4484028
Vinelz,841,4.6,184.0,47.0356521,7.1093429
Vinzel,350,1.1,321.1,46.4474998,6.2794339
Vionnaz,2355,21.0,112.5,46.3103435,6.90262
Visp,7377,13.2,560.1,46.2947277,7.8821204
Visperterminen,1383,51.6,26.8,46.26013,7.90302
Vitznau,1249,8.9,140.2,47.0102021,8.4833558
Vogorno,270,23.9,11.3,46.2226337,8.8579681
Volken,306,3.3,95.6,47.5740714,8.6249262
Volketswil,18099,14.0,1290.0,47.3895115,8.6874496
Vollèges,1782,17.9,99.7,46.0871799,7.1704747
Vordemwald,1820,10.2,179.7,47.2760602,7.9017632
Vorderthal,1015,28.0,36.3,47.1207465,8.9009568
Vouvry,3891,33.5,116.1,46.3363829,6.8910112
Vuadens,2204,10.5,211.1,46.6180319,7.0250012
Vuarrens,895,9.0,99.9,46.6860883,6.6472988
Vucherens,508,3.3,155.4,46.6248916,6.7799016
Vufflens-la-Ville,1222,5.4,227.1,46.5787989,6.539418
Vufflens-le-Château,825,2.2,385.5,46.5250638,6.47441
Vugelles-LaMothe,131,3.1,42.7,46.8189,6.5681
Vuissens,253,5.6,45.1,46.7370399,6.764964
Vuisternens-devant-Romont,2134,24.1,88.7,46.6557858,6.9299774
Vuisternens-en-Ogoz,975,6.2,157.5,46.7072449,7.0527766
Vuiteboeuf,538,5.1,106.3,46.8077285,6.5492468
Vulliens,431,6.7,65.0,46.622324,6.7921344
Vullierens,446,6.9,65.2,46.5748369,6.4844452
Vully-les-Lacs,2655,21.1,125.5,46.916667,7.016667
Wachseldorn,237,3.5,67.3,46.8177318,7.7249508
Wädenswil,21012,17.4,1208.3,47.2296871,8.6718189
Wäldi,993,12.2,81.2,47.6344986,9.0950467
Wängi,4449,16.5,270.8,47.50071,8.9548377
Wagenhausen,1676,11.8,141.6,47.6529179,8.8403094
Wahlen,1399,5.4,258.1,47.4012701,7.5156451
Walchwil,3626,13.5,267.6,47.100183,8.5162335
Wald(AR),832,6.8,122.0,47.4157934,9.4904334
Wald(BE),1194,13.3,89.9,46.8817253,7.4719401
Wald(ZH),9346,25.2,370.0,47.2771375,8.9155608
Waldenburg,1183,8.3,142.5,47.3815278,7.7469396
Waldkirch,3483,31.3,111.3,47.4684527,9.2848801
Waldstatt,1790,6.7,265.6,47.357042,9.2852256
Walenstadt,5481,45.7,120.0,47.12398,9.31603
Walkringen,1816,17.2,105.6,46.9479693,7.620415
Wallbach,1876,4.5,416.0,47.5591058,7.9042193
Wallenried,459,3.9,118.9,46.8735747,7.1157994
Wallisellen,14858,6.5,2310.7,47.4156189,8.5889722
WalliswilbeiNiederbipp,217,1.4,146.6,47.2359271,7.6894435
WalliswilbeiWangen,580,3.1,189.5,47.2313009,7.6844024
Walperswil,959,7.0,137.8,47.0599447,7.2266273
Waltalingen,692,7.3,95.1,47.63518,8.7703906
Waltensburg/Vuorz,338,32.3,10.5,46.7767213,9.1170754
Waltenschwil,2619,4.6,574.3,47.3347266,8.3006497
Walterswil(BE),543,7.9,68.6,47.1133159,7.7788101
Walterswil(SO),727,4.5,162.3,47.3268638,7.9698393
Walzenhausen,2052,7.0,294.4,47.4513643,9.6023288
Wangen(SZ),4742,8.5,559.2,47.1863572,8.8975312
WangenanderAare,2156,5.2,412.2,47.23458,7.6556331
WangenbeiOlten,4906,6.9,704.9,47.3424627,7.8661678
Wangen-Brüttisellen,7589,7.9,958.2,47.418886,8.6312396
Wangenried,409,2.9,140.5,47.2186469,7.6566918
Wartau,5220,41.8,125.1,47.09181,9.47739
Warth-Weiningen,1223,8.2,149.1,47.5885856,8.8861117
Wassen,429,97.0,4.4,46.7069939,8.5999384
Wasterkingen,575,3.9,145.2,47.590325,8.4719861
Wattenwil,2765,14.5,190.2,46.7699018,7.509795
Wattwil,8425,51.2,164.6,47.3031293,9.0880639
Wauwil,1874,2.9,637.4,47.1862897,8.0237036
Weesen,1583,5.4,293.7,47.1362592,9.1052748
Wegenstetten,1048,7.1,147.0,47.5000892,7.9339832
Weggis,4242,11.8,358.9,47.0338792,8.425278
Weiach,1077,9.6,112.7,47.5564342,8.4375977
Weinfelden,10877,15.5,701.7,47.5660299,9.1084456
Weiningen(ZH),4362,5.4,813.8,47.4196348,8.4344451
Weisslingen,3211,12.8,250.7,47.431923,8.7634595
Welschenrohr,1089,13.0,83.8,47.28078,7.5278296
Wengi,605,7.1,85.6,47.0834179,7.3998035
Wenslingen,712,5.9,120.5,47.44028,7.90822
Werthenstein,2007,15.7,127.3,47.0483679,8.1000315
Wettingen,20211,10.6,1904.9,47.4659503,8.3265988
WettswilamAlbis,4646,3.8,1235.6,47.3393922,8.4736304
Wetzikon(ZH),23726,16.7,1416.5,47.3270602,8.801356
Wichtrach,4072,11.6,351.3,46.84971,7.57598
Widen,3536,2.6,1354.8,47.3680474,8.3630648
Widnau,9116,4.2,2155.1,47.4055145,9.6375563
Wiedlisbach,2181,7.6,290.8,47.2512653,7.6453444
Wiesendangen,6042,19.1,315.3,47.5213351,8.7905399
Wiggiswil,96,1.4,67.1,47.0304454,7.4689046
Wigoltingen,2280,17.2,132.9,47.5976062,9.0313547
Wikon,1440,8.3,173.9,47.2668051,7.9632813
Wil(SG),23292,20.8,1119.8,47.4635617,9.0479097
Wil(ZH),1318,9.0,147.3,47.6058683,8.5075995
Wila,1919,9.2,208.8,47.4635617,9.0479097
Wilchingen,1713,21.2,81.1,47.66738,8.46977
Wildberg,985,10.6,93.3,47.4274354,8.815767
Wilderswil,2549,13.5,188.3,46.6652174,7.8689183
Wildhaus-AltSt.Johann,2668,87.4,30.5,47.1914705,9.2967725
Wilen(TG),2259,2.3,995.2,47.4515396,9.0343854
Wiler(Lötschen),582,14.7,39.7,46.4022173,7.7827556
WilerbeiUtzenstorf,822,3.8,215.2,47.1523824,7.5591746
Wileroltigen,381,4.1,91.6,46.9703542,7.2402337
Wiliberg,169,1.2,144.4,47.2686808,8.0219027
Willadingen,211,2.2,97.7,47.1454228,7.614634
Willisau,7554,41.2,183.8,47.1211466,7.9925886
Wimmis,2446,22.3,109.5,46.6761167,7.6386272
Windisch,6848,4.9,1394.7,47.4789604,8.2159655
Winkel,4196,8.1,516.7,47.4921213,8.5554248
Wintersingen,618,6.9,88.9,47.49451,7.82369
Winterthur,105676,68.1,1552.5,47.4988196,8.7236889
Winznau,1807,4.0,458.6,47.3646619,7.9337108
Wisen(SO),411,4.8,86.0,47.3929646,7.8869345
Wislikofen,337,3.7,89.9,47.5580898,8.3617539
Wittenbach,9588,12.3,785.3,47.4598793,9.3899898
Witterswil,1430,2.7,535.6,47.4859888,7.5226262
Wittinsburg,414,3.2,129.0,47.4246342,7.8409937
Wittnau,1211,11.3,107.6,47.4800318,7.9760149
Wölflinswil,981,9.5,103.2,47.4610461,7.998045
Wohlen(AG),15192,12.4,1217.3,47.3493653,8.2768762
WohlenbeiBern,8948,36.2,246.6,46.9704283,7.3658552
Wohlenschwil,1473,4.4,335.5,47.4125559,8.2569192
Wolfenschiessen,2101,92.8,22.6,46.9081639,8.3959084
Wolfhalden,1727,7.0,248.5,47.45371,9.55054
