LIBMIN,PMUN13,SURFACE,DENSITE,LAT,LONG
Horw,13790,12.8,1074.0,47.0185008,8.3107797
Hospental,202,35.0,5.8,46.6189452,8.5685985
Hubersdorf,740,1.4,544.1,47.244383,7.588875
Hünenberg,8802,18.4,477.1,47.1750888,8.4262289
Hüniken,86,1.0,85.1,47.1848772,7.636925
Hüntwangen,1005,4.9,204.7,47.5954244,8.4925331
Hütten,908,7.2,124.6,47.5483853,9.3526309
Hüttikon,681,1.6,428.3,47.4451928,8.3874399
Hüttlingen,816,11.6,70.3,47.5780903,8.9797096
Hüttwilen,1587,17.7,89.9,47.6073934,8.8719223
Humlikon,482,3.7,131.0,47.5762879,8.6700899
Hundwil,976,24.1,40.7,47.3659158,9.3181801
Hunzenschwil,3509,3.3,1076.4,47.3853891,8.1244358
Huttwil,4702,17.3,272.7,47.1147419,7.8455436
Icogne,548,25.0,22.1,46.2927596,7.4388124
Iffwil,417,5.0,82.4,47.064842,7.4782737
Ilanz/Glion,4620,133.4,34.6,46.7659458,9.22810202427
Illgau,801,10.9,73.6,46.9888522,8.7253715
Illnau-Effretikon,16279,25.3,643.7,47.43142195,8.7157165768
Inden,126,9.9,12.8,46.3440813,7.6169972
Ingenbohl,8640,13.5,643.3,47.0007581,8.6150227
Inkwil,622,3.4,185.1,47.2009518,7.6720934
Innerthal,193,50.2,3.8,47.1055139,8.9183482
Innertkirchen,1041,236.6,4.4,46.686639,8.23764929183
Ins,3345,23.9,140.2,47.0058984,7.1056472
Interlaken,5659,4.4,1316.0,46.6855231,7.8585139
Inwil,2387,10.3,231.3,47.1220031,8.3508443
Ipsach,4032,1.9,2111.0,47.1118789,7.2329528
Iragna,552,18.3,30.0,46.3289245,8.9672259
Iseltwald,426,21.9,19.5,46.7104598,7.9634571
Isenthal,519,61.0,8.5,46.9102462,8.562013
Isérables,879,15.3,57.7,46.1621386,7.2445214
Islisberg,605,1.7,364.5,47.3229472,8.4393127
Isone,397,12.9,31.0,46.1297164,8.9861048
Isorno,324,17.1,18.9,46.1988082,8.630109
Itingen,2048,3.1,652.2,47.4665362,7.7877841
Ittigen,11067,4.2,2628.7,46.9790726,7.4815213
Jaberg,255,1.3,193.2,46.8181812,7.569789
Jaun,670,55.2,12.1,46.6113953,7.2761312
Jegenstorf,5466,13.5,404.9,47.0498143,7.5085719
Jenaz,1147,26.0,44.3,46.9274527,9.7130354
Jenins,896,10.5,85.0,47.0019166,9.5572139
Jens,676,4.6,147.6,47.0989891,7.2636214
Jeuss,420,1.8,236.0,46.9032407,7.1656888
Jonen,1975,5.7,346.5,47.2959739,8.3950641
Jongny,1449,2.2,670.8,46.4788533,6.8418378
Jonschwil,3736,11.1,339.3,47.4231947,9.0865706
Jorat-Menthue,1417,17.7,80.3,46.6305367,6.71920732198
Jouxtens-Mézery,1365,1.9,707.3,46.5507923,6.5954885
Juriens,293,9.3,31.3,46.6911431,6.4500103
Jussy,1237,11.4,109.0,46.2367629,6.269155
Känerkinden,483,1.4,326.4,47.4119949,7.8363096
Kaiseraugst,5524,4.9,1125.1,47.5399823,7.7230178
Kaiserstuhl,397,0.3,1240.6,47.5684522,8.4183639
Kaisten,2558,18.1,141.5,47.538217,8.044461
Kallern,319,2.7,119.0,47.317089,8.2952953
Kallnach,1911,15.2,125.9,47.0205806,7.2363159
Kaltbrunn,4621,18.6,247.5,47.2134573,9.0249831
Kammersrohr,34,0.9,35.8,47.256025,7.592052
Kandergrund,777,32.0,24.2,46.5437392,7.6614968
Kandersteg,1271,134.5,9.4,46.4975866,7.6756638
Kappel(SO),2958,5.1,581.1,47.3229823,7.8495476
KappelamAlbis,956,7.8,120.9,47.2273614,8.5268129
Kappelen,1353,10.9,123.4,47.0607003,7.267294
Kaufdorf,1020,2.1,495.1,46.8379379,7.498229
Kehrsatz,4164,4.4,937.8,46.9119427,7.4731844
Kemmental,2320,25.1,92.7,47.605816,9.140982
Kernenried,447,3.3,134.2,47.0717509,7.5487983
Kerns,5943,92.6,64.2,46.9008111,8.2753475
Kerzers,4774,12.2,390.4,46.9761315,7.1972834
Kesswil,996,4.4,222.8,47.5931922,9.3174354
Kestenholz,1739,8.6,202.7,47.28203,7.7549744
Kienberg,526,8.6,61.7,47.4591382,8.9182971
Kiesen,900,4.7,192.3,46.8195399,7.5848154
Kilchberg(BL),157,1.6,98.7,47.42671235,7.89772992115
Kilchberg(ZH),7809,2.6,3026.7,47.3254261,8.54837504621
Killwangen,1897,2.4,780.7,47.4315553,8.3518766
Kippel,364,11.7,31.2,46.3991936,7.7717164
Kirchberg(BE),5786,9.1,640.0,47.0848235,7.5860831
Kirchberg(SG),8522,42.6,200.2,47.4095086,9.02670089131
Kirchdorf(BE),868,6.1,141.6,46.8176309,7.54206620435
Kirchenthurnen,275,1.3,220.0,46.8233157,7.5018898
Kirchleerau,777,4.4,178.2,47.2755071,8.0702913
Kirchlindach,2887,11.9,241.6,46.9995744,7.4101076
Kleinandelfingen,2046,10.3,198.3,47.5998043,8.6860581
Kleinbösingen,595,3.0,197.7,46.8944209,7.2047406
Kleinlützel,1259,16.3,77.3,47.4259552,7.4172702
Klingnau,3251,6.7,484.5,47.5810046,8.2500088
Klosters-Serneus,3863,193.2,20.0,46.8496906,9.98439473123
Kloten,18400,19.3,954.9,47.4525133,8.5861477
Knonau,2007,6.5,310.2,47.2251463,8.4573072
Knutwil,2090,9.8,214.8,47.199397,8.070364
Koblenz,1583,4.1,388.0,47.60886,8.2387532
Kölliken,4265,8.8,479.8,47.333807,8.021037
Köniz,39794,51.1,780.1,46.9222385,7.4130582
Konolfingen,4929,12.8,385.4,46.879415,7.6209846
Koppigen,2080,6.9,300.1,47.1347112,7.6003107
Kradolf-Schönenberg,3401,10.9,310.3,47.5227649,9.1962769
Krattigen,1077,6.0,178.6,46.660973,7.7256121
Krauchthal,2289,19.4,117.8,47.0080399,7.5669873
Kreuzlingen,20846,11.5,1814.3,47.6464362,9.1725621
Kriechenwil,427,4.8,89.9,46.910791,7.222791
Kriegstetten,1270,1.1,1114.0,47.175109,7.59906
Kriens,26957,27.3,986.0,47.0350948,8.2791767
Küblis,862,8.1,105.9,46.9137767,9.7729879
Künten,1673,4.9,342.1,47.3888568,8.3289425
Küsnacht(ZH),13658,12.3,1105.9,47.3193652,8.61074895636
Küssnacht(SZ),12426,29.5,423.2,47.0815257,8.44949089501
Küttigen,5935,11.9,499.2,47.419363,8.04333
Kyburg,407,7.6,53.3,47.4570858,8.744344
L'Abbaye,1365,31.9,42.8,46.6492716,6.3186169
L'Abergement,242,5.8,41.9,46.7537886,6.4886777
L'Isle,1012,16.3,62.4,46.6194067,6.4115484
LaBaroche,1179,31.1,37.9,48.111184,7.192371
LaBrévine,655,42.0,15.7,46.98035,6.60687
LaBrillaz,1805,10.3,175.4,46.7585829,7.0034856
LaChaux(Cossonay),425,6.8,63.0,46.6188796,6.470967
LaChaux-de-Fonds,38699,55.7,695.3,47.1034892,6.8327838
LaChaux-des-Breuleux,99,4.1,24.4,47.2228326,7.0275003
LaChaux-du-Milieu,483,17.3,28.0,47.0131911,6.7036477
LaCôte-aux-Fées,468,12.9,36.4,46.8675625,6.4904954
LaFerrière,553,14.2,39.1,47.1418557,6.8931182
LaFolliaz,935,9.9,94.8,46.7405,6.9643
LaHeutte,485,8.1,60.0,47.1902134,7.2266479
LaNeuveville,3611,6.8,529.5,47.0632023,7.0912628
LaPraz,151,5.1,29.5,46.6583364,6.4314367
LaPunt-Chamues-ch,770,63.2,12.2,46.5789952,9.925413
LaRippe,1076,16.6,64.8,46.3815158,6.150842
LaRoche,1517,24.0,63.0,46.6970359,7.1383057
LaSagne,940,25.6,36.8,47.0394,6.7996
LaSarraz,2449,7.7,317.6,46.6582337,6.5126843
LaSonnaz,1030,6.9,149.3,46.8348457,7.1181479
LaTène,4834,5.4,888.6,47.0051494,7.0205
LaTour-de-Peilz,10993,3.3,3392.9,46.4533165,6.8612781
LaVerrerie,1154,13.4,86.2,46.5976765,6.9226051
Laax,1506,31.7,47.5,46.8065922,9.2576249
Lachen,8126,2.4,3357.9,47.1923827,8.8523833
Laconnex,602,3.8,157.2,46.155596,6.0360307
Läufelfingen,1269,8.2,155.7,47.3958161,7.8546951
Lajoux(JU),683,12.4,55.2,47.2790114,7.1359592
Lalden,671,1.3,524.2,46.300193,7.900266
Lamone,1781,1.8,957.5,46.044713,8.9325447
Lampenberg,507,4.0,127.1,47.4266247,7.7596273
Lancy,29350,4.8,6153.0,46.1839156,6.1224047
Landiswil,635,10.3,61.9,46.9581663,7.6782496
Landquart,8498,18.9,450.6,46.9661557,9.5567722
Langenbruck,974,15.7,62.1,47.3498274,7.7681007
Langendorf,3761,2.0,1948.7,47.2214533,7.5154309
Langenthal,15291,17.3,885.9,47.2115846,7.7888427
LangnauamAlbis,7330,8.7,845.4,47.28812,8.53783
LangnauimEmmental,9103,48.5,188.1,46.9378622,7.7906824
Langrickenbach,1226,10.9,113.0,47.5926308,9.2449802
Lantsch/Lenz,529,21.8,24.3,46.685401,9.5625528
Lauenen,816,58.7,13.9,46.4247066,7.3223985
Lauerz,1060,9.2,114.8,47.0314122,8.5856436
Laufen,5365,11.3,471.9,47.4224096,7.5020019
Laufen-Uhwiesen,1622,6.3,258.7,47.6694031,8.6434689
Laufenburg,3307,14.5,228.1,47.5604617,8.0601696
Laupen,2852,4.1,692.2,46.9033021,7.239642
Laupersdorf,1682,15.5,108.4,47.3137417,7.6528853
Lauperswil,2642,21.1,124.6,46.9644914,7.7418169
Lausanne,132788,41.3,3209.0,18.0926461,-15.9651917
Lausen,4996,5.6,898.6,47.4736459,7.7591139
Lauterbrunnen,2439,164.4,14.8,46.5939043,7.9078016
Lauwil,331,7.3,45.5,47.388604,7.6761995
Lavertezzo,1222,58.1,21.0,46.259202,8.8385753
Lavey-Morcles,879,14.1,61.9,46.2073771,7.04146406502
Lavigny,899,4.0,224.8,46.5011843,6.4045912
Lavin,226,46.2,4.9,46.7678263,10.1114901
Lavizzara,563,187.5,3.0,46.409763,8.645639
Lax,287,5.0,57.2,46.3888757,8.1195682
LeBémont(JU),319,11.6,27.3,47.2641535,7.0135675
LeCerneux-Péquignot,322,15.7,20.5,47.01667,6.66496
LeChâtelard,373,7.5,49.7,46.6774396,6.9779856
LeChenit,4442,99.2,44.8,46.6071396,6.2303963
LeFlon,1153,9.5,120.4,46.6005,6.8669
LeGlèbe,1238,10.3,119.4,46.7163849,7.0330044
LeGrand-Saconnex,11911,4.4,2719.4,46.2363321,6.126532
LeLanderon,4513,10.3,437.7,47.0581255,7.0730626
LeLieu,850,32.5,26.1,46.6473591,6.2814772
LeLocle,10425,23.1,450.5,47.0577195,6.7487354
LeMont-sur-Lausanne,6697,9.8,682.0,46.5533123,6.6339915
LeMouret,3051,18.5,164.6,46.7475846,7.1777862
LeNoirmont,1786,20.4,87.6,47.2256223,6.9572116
LePâquier(FR),1110,4.5,247.2,46.5936084,7.0554305
LeVaud,1231,3.1,395.8,46.4781748,6.2388488
Léchelles,666,8.8,76.1,46.8292049,7.0144773
Leggia,127,9.2,13.8,46.2634192,9.163597
Leibstadt,1284,6.4,200.9,47.5905075,8.1756561
Leimbach(AG),466,1.1,405.2,47.274879,8.16769060959
Leissigen,964,10.4,93.1,46.6540687,7.7738604
Lengnau(AG),2615,12.6,206.4,47.521079,8.3301378
Lengnau(BE),4672,7.3,633.1,47.1820974,7.3661348
Lengwil,1493,8.8,167.9,47.611107,9.199758
Lenk,2454,123.0,19.9,46.4558879,7.4416976
Lens,3917,13.9,281.6,46.280728,7.4464948
Lenzburg,8832,11.4,779.5,47.3872367,8.1828505
LesAgettes,318,5.1,62.5,46.2086498,7.376781
LesBois,1151,24.7,46.5,47.1774878,6.9052937
LesBrenets,1079,11.6,93.6,47.0680788,6.7047551
LesBreuleux,1445,10.8,133.7,47.2122224,7.0040336
LesClées,166,7.1,23.6,46.7316468,6.4628129
LesEnfers,145,7.1,20.3,47.2886168,7.0480782
LesGenevez(JU),534,13.6,39.2,47.256641,7.1297166
LesMontets,1358,10.3,131.7,46.816368,6.8670677
LesPlanchettes,220,11.7,18.8,47.1064515,6.7702862
LesPonts-de-Martel,1276,18.3,70.0,46.999113,6.7335548
LesVerrières,704,28.8,24.5,46.9051166,6.4844577
Leuggern,2134,13.7,155.1,47.5798217,8.217218
Leuk,3724,55.3,67.3,46.317041,7.6353323
Leukerbad,1535,67.2,22.8,46.3795175,7.6264761
Leutwil,741,3.8,197.6,47.3095034,8.1731304
Leuzigen,1208,10.3,117.2,47.1746607,7.4585386
Leysin,4096,18.5,220.6,46.3438701,7.0148403
Leytron,2972,26.9,110.7,46.1859543,7.2068108
Lichtensteig,1949,2.8,691.1,47.3242577,9.094845108
Liddes,744,60.2,12.4,45.9917015,7.1865245
Liedertswil,165,2.0,85.1,47.3915504,7.71798
Liesberg,1180,12.5,94.5,47.4038612,7.4314696
Liestal,13807,18.2,759.0,47.4839723,7.7347783
Ligerz,539,1.8,299.4,47.0844684,7.1358527
Lignerolle,382,10.6,35.8,46.7407875,6.4559997
Lignières,949,12.5,75.9,46.4809252,6.7924928
Lindau,5308,11.9,442.7,47.4428227,8.6718647
Linden,1312,13.3,99.2,46.8484982,7.6771267
Linescio,51,6.6,7.7,46.3082283,8.5834299
Locarno,15671,19.4,813.2,46.1695112,8.7954217
Lodrino,1742,31.6,55.3,46.2990557,8.9769249
Löhningen,1368,6.9,199.4,47.7017281,8.5510216
Lohn(GR),40,8.1,4.9,46.6514157,9.4275983
Lohn(SH),740,4.9,151.6,47.75608795,8.67304003492
Lohn-Ammannsegg,2639,4.5,593.0,47.1710866,7.5267532
Lohnstorf,220,1.8,122.2,46.8070709,7.5097537
Lommis,1177,8.6,136.9,47.5182942,8.9952685
Lommiswil,1472,5.8,254.7,47.2224094,7.4712949
Lonay,2493,3.7,672.0,46.5265684,6.5206068
Longirod,426,9.5,45.1,46.4943826,6.2581282
Losone,6499,9.5,682.0,46.1679841,8.7633619
Lostallo,735,50.9,14.5,46.3131727,9.1942113
Lostorf,3804,13.3,286.9,47.3852202,7.9462061
Lotzwil,2468,6.2,397.4,47.1903503,7.7896055
Lovatens,137,3.5,39.5,46.6918052,6.8641889
Loveresse,321,4.8,68.0,47.2424011,7.2360052
Lucens,3163,7.8,401.9,46.708447,6.8389766
Lüscherz,531,5.4,97.3,47.0459222,7.1511459
Lüsslingen-Nennigkofen,991,7.8,126.9,47.1877529,7.4943748314
Lüterkofen-Ichertswil,715,4.4,161.8,47.1622506,7.504192
Lüterswil-Gächliwil,322,3.1,105.6,47.1247876,7.445671
Lütisburg,1443,14.0,102.8,47.3945011,9.0808205
Lütschental,235,12.4,19.0,46.638529,7.947553
Lützelflüh,4079,26.9,151.6,47.0093461,7.6886004
Lufingen,1873,5.2,360.9,47.48915945,8.59294186383
Lugano,62792,75.9,826.4,46.0050102,8.9520281
Lugnez,190,5.1,37.3,47.4829124,7.0981378
Luins,598,2.7,224.0,46.442819,6.271154
Lully(FR),1050,5.5,190.9,46.8339813,6.8445369
Lully(VD),759,2.0,370.2,46.5030556,6.46314366021
Lumino,1370,10.0,137.7,46.2318743,9.0672648
Lumnezia,2118,165.4,12.8,46.6623412,9.08751959848
Lungern,2087,46.6,44.9,46.7857297,8.1607283
Lupfig,2187,5.1,424.7,47.439663,8.2056039
Lupsingen,1370,3.2,439.1,47.4466659,7.6938955
Lurtigen,180,2.3,77.6,46.928069,7.172248
Lussery-Villars,395,3.7,105.9,46.6308607,6.5251748
Lussy-sur-Morges,643,2.4,274.8,46.5013673,6.44840667151
Luterbach,3405,4.5,753.3,47.2145742,7.5839238
Luthern,1330,37.9,35.2,47.0570673,7.9139403
Lutry,9511,8.5,1125.6,46.5032766,6.6867879
Lutzenberg,1253,2.3,554.4,47.459378,9.561572
Luzein,1237,31.6,39.1,46.9193422,9.7673347
Luzern,80501,29.1,2770.2,47.0505452,8.3054682
Lyss,14200,14.9,957.5,47.0721368,7.305262
Lyssach,1398,6.1,230.7,47.0650881,7.5819291
Madiswil,3161,23.2,136.4,47.1648367,7.7968153
Madulain,227,16.4,13.9,46.5868703,9.9389122
Mägenwil,2060,3.5,592.0,47.4122258,8.2301927
Männedorf,10492,4.8,2199.6,47.253174,8.6918153
Märstetten,2734,9.9,274.2,47.5926085,9.0677996
Magden,3824,11.0,347.3,47.5261721,7.8117686
Maggia,2554,111.1,23.0,46.2470459,8.7066782
Magliaso,1501,1.1,1377.1,45.9818185,8.8885442
Maienfeld,2687,32.4,83.1,47.0077288,9.5309225
Maisprach,938,5.0,185.0,47.5244984,7.8427076
Maladers,486,7.6,64.0,46.836285,9.5603995
Malans,2340,11.4,205.3,46.9822981,9.5738724
Malleray,1972,10.2,192.2,47.2383,7.2719116
Malters,6911,28.6,241.4,47.0383996,8.1830555
Mammern,614,5.4,113.3,47.6461848,8.9157018
Mandach,309,5.6,55.7,47.5468415,8.185889
Manno,1270,2.4,533.6,46.0346218,8.919398
Maracon,453,4.4,103.4,46.5500232,6.8727444
Marbach(SG),2103,4.4,479.0,47.3919868,9.5686092
Marchissy,445,11.9,37.1,46.4880203,6.2468313
Marly,7919,7.7,1028.4,46.7788191,7.1596838
Marmorera,31,19.0,1.6,46.49952895,9.63597259807
Maroggia,601,1.0,601.0,45.9328773,8.9713503
Marsens,1742,7.8,223.0,46.6556713,7.0640919
Marthalen,1987,14.2,140.4,47.6257747,8.6501583
Martigny,17215,24.9,689.4,46.103115,7.0727354
Martigny-Combe,2314,37.7,61.5,46.06708875,7.03702170694
Maschwanden,664,4.7,141.6,47.2349836,8.4266177
Masein,443,4.2,105.5,46.7021894,9.4268534
Massagno,6119,0.7,8382.2,46.0126998,8.9443667
Massongex,1699,6.6,256.3,46.2427711,6.9879674
Massonnens,487,4.2,114.6,46.6991888,6.975348
Mathod,548,6.6,83.2,46.7667908,6.5647296
Mathon,50,15.1,3.3,46.6356875,9.4136826
Matran,1568,2.9,548.3,46.7861706,7.0973405
MattenbeiInterlaken,3728,6.0,631.9,46.6806354,7.8666365
Mattstetten,580,3.8,152.6,47.023119,7.520334
Matzendorf,1298,11.3,115.4,47.3065778,7.6291948
Matzingen,2568,7.7,333.1,47.5199826,8.934077
Mauborget,110,5.5,20.0,46.8558706,6.6146584
Mauensee,1156,7.2,161.5,47.1684849,8.0670726
Maur,9728,14.8,658.2,47.3402856,8.6692369
Mauraz,52,0.5,104.0,46.6054096,6.4227461
Medel(Lucmagn),408,136.2,3.0,46.62753605,8.87008113629
Meggen,6762,7.3,928.8,47.0470746,8.3733992
Meienried,53,0.7,80.3,47.1400764,7.3379717
Meierskappel,1374,6.8,202.4,47.1239632,8.4435423
Meikirch,2430,10.3,237.5,47.0088655,7.3634614
Meilen,13082,11.9,1095.6,47.2694197,8.6425901
Meinier,2066,7.0,296.8,46.2467188,6.2333553
Meinisberg,1318,4.5,298.2,47.1593731,7.3463905
Meiringen,4676,40.7,115.2,46.7285518,8.1870934
Meisterschwanden,2712,4.3,635.1,47.2949842,8.2277227
Melano,1418,4.7,305.6,45.9251448,8.9835902
Melchnau,1525,10.4,148.1,47.1824376,7.8518093
Melide,1739,1.6,1041.3,45.9544353,8.9476217
Mellikon,249,2.7,91.9,47.567172,8.3517064
Mellingen,4887,4.8,1003.5,47.4195131,8.274659
Mels,8580,139.2,61.7,47.0467333,9.4192932
Meltingen,639,5.8,111.1,47.3877576,7.5898528
Mendrisio,14789,31.9,462.0,45.8709902,8.9873461
Ménières,353,4.4,80.6,46.7830908,6.8808343
Menziken,5697,6.4,891.5,47.240878,8.187274
Menzingen,4329,27.5,157.4,47.1783649,8.5899265
Menznau,2892,30.4,95.2,47.0838935,8.0401919
Merenschwand,3412,13.6,252.6,47.261658,8.3779916
Mergoscia,222,12.2,18.3,46.2106544,8.8471958
Merishausen,828,17.5,47.2,47.7609436,8.6099627
Mervelier,529,9.8,54.1,47.343821,7.4984971
Merzligen,390,2.3,171.1,47.0886495,7.2494027
Mesocco,1297,164.8,7.9,46.3940124,9.2328811
Messen,1411,11.9,118.7,47.0904081,7.4473453
Mettauertal,1911,21.6,88.5,47.5572536,8.14174844302
Mettembert,112,2.4,48.3,47.3981573,7.3220141
Mettmenstetten,4423,13.1,340.0,47.243488,8.4636702
Metzerlen-Mariastein,919,8.5,108.2,47.4656265,7.47030557309
Mex(VD),651,2.9,230.0,46.57579915,6.56071018844
Meyriez,584,0.3,1717.6,46.9234895,7.1067844
Meyrin,21866,9.9,2199.8,46.2328978,6.0818803
Mézières(FR),1011,9.0,113.2,46.678377,6.9264097
Mézières(VD),1170,3.5,336.2,46.58761295,6.76499311596
Mezzovico-Vira,1308,10.2,128.1,46.0913396,8.9189469
Miège,1370,2.5,541.5,46.314698,7.54717479289
Mies,1929,3.5,559.1,46.3060321,6.1723029
Miglieglia,289,5.1,56.3,46.0243636,8.8570318
Milvignes,8975,8.8,1022.2,46.9713559,6.859945
Minusio,7251,5.9,1239.5,46.1755251,8.8118196
Mirchel,601,2.4,255.7,46.8951988,7.6481259
Misery-Courtion,1677,11.4,147.0,46.85848535,7.08437510332
Missy,319,3.1,102.6,46.8798752,6.9698165
Möhlin,10574,18.9,562.7,47.5610087,7.8427932
Mönchaltorf,3472,7.6,456.8,47.31279,8.7222749
Mönthal,389,3.9,99.0,47.5183755,8.1439869
Mörel-Filet,703,8.4,83.3,46.3573711,8.0465032
Mörigen,867,2.2,401.4,47.0846116,7.2137984
Möriken-Wildegg,4268,6.6,646.7,47.4155832,8.1743654
Mörschwil,3586,9.9,364.8,47.4675534,9.4227493
Mötschwil,131,2.9,44.4,47.0495151,7.5686179
Moiry,260,6.7,39.0,46.6485694,6.4552312
Moleno,115,7.4,15.4,46.2688501,8.9938875
Mollens(VD),291,11.1,26.5,46.5759883,6.3628460714
Mollens(VS),933,32.5,28.7,46.3463792,7.53751893711
Molondin,213,5.5,38.8,46.7606762,6.7492454
Mon,90,8.5,10.6,46.6497558,9.5640054
Monible,36,3.4,10.6,47.2771071,7.2005408
Mont-la-Ville,349,19.8,17.7,46.645546,6.4077926
Mont-Noble,960,43.0,22.3,46.207456,7.4905381
Mont-sur-Rolle,2581,3.9,670.4,46.470957,6.3365929
Mont-Tramelan,113,4.7,24.4,47.2067202,7.0523346
Montagny(FR),2204,17.5,125.8,46.8046623,6.98644438298
Montagny-près-Yverdon,705,3.5,200.3,46.7894905,6.61015933032
Montalchez,252,6.4,39.3,46.8975698,6.7445526
Montana,2398,4.9,490.4,46.297086,7.486827
Montanaire,2399,33.5,71.7,46.6941453,6.76094648137
Montcherand,471,3.0,153.9,46.7330803,6.5102099
MonteCarasso,2802,9.7,290.7,46.1890073,8.9980977
Monteceneri,4530,37.0,122.3,46.1085968,8.94683897589
Monteggio,892,3.4,265.5,45.9957611,8.8082796
Montet(Glâne),399,2.2,182.2,46.6397007,6.81639095305
Montfaucon,571,18.3,31.3,47.2822194,7.0512919
Montherod,504,5.0,101.4,46.4998683,6.367545
Monthey,17113,28.6,597.7,46.2554573,6.9537826
Montilliez,1595,11.8,134.4,46.64512105,6.683500412
Montpreveyres,539,4.1,131.5,46.581339,6.740799
Montreux,25969,33.4,778.2,46.4310831,6.9129921
Montricher,893,26.0,34.4,46.6001762,6.375822
Moosleerau,913,3.9,239.6,47.2692107,8.0631076
Moosseedorf,3763,6.3,592.6,47.0163655,7.4839011
MorbioInferiore,4631,2.3,2022.3,45.8487988,9.0163811
Morcote,707,2.8,252.5,45.9226781,8.9150466
Morens(FR),142,2.6,54.6,46.8438199,6.9070286
Morges,15251,3.9,3961.3,46.5093268,6.498317
Morlon,571,2.5,230.2,46.6258516,7.0853862
Morrens(VD),991,3.7,270.8,46.5904805,6.6267885
Morschach,1105,20.8,53.1,46.9821204,8.6191516
Mosnang,2829,50.6,56.1,47.3621638,9.0400516
Mosogno,51,8.6,5.9,46.1984704,8.639848
Moudon,5667,15.7,361.2,46.6680664,6.8003478
Moutier,7608,19.6,388.6,47.2796142,7.3704192
Movelier,376,8.0,46.5,47.4093561,7.3180391
Mühlau,1008,5.5,182.6,47.2291056,8.3886537
Mühleberg,2745,26.3,104.6,46.9533705,7.2615937
Mühledorf(BE),253,2.3,111.0,46.8282895,7.53117222035
Mühlethurnen,1390,2.9,474.4,46.8139917,7.5096778
Müllheim,2812,8.8,322.1,47.6019587,9.0020119
Mülligen,1018,3.2,322.2,47.457194,8.2402149
Mümliswil-Ramiswil,2486,35.5,70.0,47.3462094,7.6813105
Münchenbuchsee,9852,8.9,1117.0,47.0213315,7.4519196
Münchenstein,11688,7.2,1627.9,47.5187909,7.6174515
Münchenwiler,475,2.5,190.0,46.9124813,7.1255085
Münchwilen(AG),892,2.5,362.6,47.5379513,7.9629997
Münchwilen(TG),5086,7.8,652.9,47.48056055,8.98653904762
Münsingen,11651,12.2,962.1,46.8739775,7.5631943
Münster-Geschinen,481,48.6,9.9,46.4879158,8.2633633
Münsterlingen,3156,5.4,582.3,47.631287,9.2329998
Müntschemier,1302,4.9,266.8,46.9961681,7.144203
Muhen,3749,7.0,534.0,47.3408342,8.0535781
Mulegns,28,33.8,0.8,46.5239579,9.6210975
Mumpf,1335,3.1,430.6,47.545436,7.920759
Mundaun,307,8.6,35.7,46.7235435,9.06916013322
Muntelier,941,1.1,832.7,46.9386253,7.1305874
Muolen,1167,10.3,112.9,47.5210784,9.3237585
Muotathal,3482,172.2,20.2,46.974668,8.7658029
Muralto,2811,0.6,4685.0,46.1737791,8.8011979
Murgenthal,2862,18.6,153.5,47.2627727,7.8319249
Muri(AG),7328,12.3,593.8,47.2756613,8.3377829
MuribeiBern,12901,7.7,1690.8,46.9350521,7.4984728
Muriaux,473,16.9,28.0,47.246007,6.9794762
Murist,612,8.2,74.6,46.791211,6.8066487
Murten,6490,13.6,477.2,46.9284075,7.1163317
Mutrux,139,3.2,43.3,46.8825207,6.7261849
Mutten,75,9.9,7.5,46.6781362,9.500036
Muttenz,17370,16.6,1043.9,47.525113,7.6477401
Muzzano,844,1.6,537.6,45.9977962,8.9228082
Naters,9496,147.2,64.6,46.3242659,7.9884511
Nebikon,2472,3.7,662.7,47.18965,7.973802
Neckertal,4036,49.0,82.3,47.34693125,9.16487142732
Neerach,3032,6.0,502.8,47.5112292,8.4716
Neftenbach,5434,15.1,361.8,47.528176,8.6680365
Neggio,335,0.9,368.1,45.9871424,8.8789312
Nendaz,6121,85.9,71.2,46.1867083,7.3051008
Nenzlingen,421,3.7,115.0,47.4477899,7.5624753
Nesslau,3628,92.7,39.1,47.21436275,9.18711698074
Neuchâtel,33756,18.1,1865.0,46.9895828,6.9292641
Neuendorf,2026,7.1,283.0,47.2961811,7.7970557
Neuenegg,4881,22.0,223.2,46.895472,7.3034416
Neuenhof,8414,5.4,1563.9,47.4469866,8.3273496
Neuenkirch,6391,25.5,250.8,47.1002397,8.2029897
NeuhausenamRheinfall,10362,8.1,1295.3,47.6837423,8.6126098
Neuheim,2024,7.9,255.6,47.204646,8.5751134
Neunforn,960,11.4,84.5,47.6006714,8.7794938
Neunkirch,2023,17.9,112.9,47.689983,8.5000759
Neyruz(FR),2387,5.5,430.9,46.7661298,7.06223105567
Nidau,6766,1.5,4451.3,47.1250287,7.241157
Niederbipp,4371,17.5,251.6,47.2684936,7.6933343
Niederbuchsiten,981,5.5,179.0,47.2977867,7.7713959
Niederbüren,1499,15.8,94.6,47.4660667,9.2041813
Niederdorf,1730,4.4,392.3,47.4103713,9.2320654
Niedergesteln,689,17.5,39.5,46.3129505,7.7817956
Niederglatt,4657,3.6,1290.0,47.4915179,8.503144
Niedergösgen,3766,4.3,869.7,47.3731476,7.9926844
Niederhasli,8871,11.3,785.7,47.4821394,8.4855281
Niederhelfenschwil,2918,16.3,178.7,47.4748802,9.1856106
